x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80
0.5324707369099421;0.26452697013368764;0.10332504107076612;0.9839877305436913;0.2941553238006114;0.05104664254417235;0.9596522615099535;0.4732378430689056;0.35455876314049106;0.19263580152303528;0.37947210693322275;0.16431615304188563;0.206235954102714;0.5812121402841172;0.20072500652328962;0.7924713794429489;0.5088397358418526;0.6012707007239008;0.6113131675853823;0.971558192411281;0.4545745805789555;0.23679337960966806;0.2138267096146711;0.8421585571246191;0.4671755365057054;0.33470809262845247;0.5613157884814399;0.8289689204494353;0.09103542897447481;0.9619156907758853;0.23231393618180285;0.9534025193937983;0.030514154438399443;0.02832093498990884;0.4793589954564281;0.44776312141215013;0.23285676529183597;0.112525501376594;0.21389855545773906;0.23586813599323675;0.9790838343881786;0.3773977964490939;0.5982155395201701;0.9246920899369013;0.5540161059941171;0.6521711555313339;0.9423433286859836;0.2668048792520131;0.77358564682278;0.7928464982947736;0.5855009209740961;0.6429089161374502;0.013830769098935436;0.22139308833646165;0.9779805657965761;0.5359297895800879;0.74866624389092;0.6160625031399157;0.547639874422572;0.07976752290186195;0.6545871204382444;0.5887153465149904;0.13537348487486578;0.19578572529145366;0.24366609055796007;0.6965258943770345;0.5607620166123474;0.14820614618880268;0.4238528840855288;0.22203993824069268;0.9673855696527852;0.6492524446338552;0.5731973029464732;0.11823966943448971;0.038613201153711585;0.1990368509155903;0.6052999930697358;0.4711680089144248;0.7114480002658397;0.1724183790567182
0.7470382119739013;0.8934770341665329;0.9026779040794113;0.2659108780360113;0.07501977431882767;0.834845155843577;0.9935291918631337;0.6679143404826867;0.5592177654922853;0.13278760361111097;0.9676884123947422;0.8325074914296573;0.8706995974630618;0.46932838370835817;0.24886614124293993;0.03697254381376536;0.516789113081981;0.894403387853432;0.4583287534426178;0.9554730542461575;0.8261568978389504;0.1458771096909003;0.3758068092602692;0.491280997966696;0.8692099095323887;0.8587974000025191;0.6122352523402967;0.6429660168018411;0.1215507492626462;0.1645261713904428;0.9983943713444101;0.635306340536004;0.5459741268423577;0.14460454975674364;0.4588052165968075;0.2507693298308108;0.35274503048972616;0.816469578984235;0.6149204545689442;0.4664946660850827;0.4133638554119664;0.06882916144610074;0.9070042223545971;0.8598920003601597;0.6091668254180532;0.7991838655669684;0.6684549769664633;0.7424362531362576;0.5332056106125375;0.8559516741804284;0.6055947120908702;0.19272213548546147;0.8150430712680506;0.06990328480333485;0.17262318462523962;0.04794994876901437;0.5111208454066278;0.2518751378478037;0.6824351887525376;0.583554230937301;0.6430367501858337;0.9918241860917701;0.25740233562652504;0.5737583578948662;0.5120633174591065;0.12059661315406678;0.3929895135878986;0.03441411350086365;0.5364973811193904;0.7983952934726518;0.26776167153881636;0.5172771012064227;0.24066062667219146;0.9803728017903947;0.8339437667692929;0.7894178212606413;0.5050782718464794;0.39921754828193345;0.846437703787105;0.7992673620221346
0.8706029176577608;0.565132169270138;0.009612788495872548;0.6410740975686642;0.6116498341658505;0.9779281562317508;0.5384842422427042;0.5768269690513615;0.32184607689798606;0.9157648166994983;0.08018823485775939;0.10641083046910671;0.9494533535101921;0.3745001264743567;0.8245122799458553;0.6785553111840994;0.23424707427086344;0.23017543733285528;0.030261120925168083;0.8691285438512809;0.3228697024469199;0.17622056046009638;0.572190036040471;0.20356864788851037;0.16561873278553396;0.013519415595868223;0.800758158861354;0.6330669325116852;0.11736799300123057;0.5824603549488347;0.4030347312148188;0.1879421393255094;0.9411789174630716;0.4520212599716805;0.4867145916017549;0.022928847645997452;0.2622022876165604;0.051492628016485686;0.2814677869435894;0.39050930566621933;0.1309233202990825;0.04882778066945437;0.6724119546366973;0.42797715461368757;0.538683573618613;0.11442686618767883;0.7896453611522827;0.08574669472856056;0.25614709947254877;0.38315331340030234;0.9739354879276533;0.15155758528658692;0.39419220004746924;0.7770830923813156;0.18561841862271655;0.47473331796438567;0.9055684723576797;0.9000085386138189;0.6538079092235588;0.6932709951042578;0.6366643155467322;0.41891258829087474;0.5420683396762692;0.44645831897116495;0.6715597296836439;0.12438794090666905;0.8710883792395405;0.5080345400868483;0.42395633503922536;0.0040618569125656645;0.7460966464821783;0.5223171047904908;0.4774511162014329;0.13056930035698155;0.31281741942524977;0.43063786860047715;0.810318033506932;0.6282689768895654;0.5953594054652063;0.7683744293209464
0.7512478605605892;0.8814841681481794;0.9697329874864326;0.0981540575666745;0.5878483817772079;0.009009557481677088;0.8129408940909065;0.267565329415134;0.39802464979317576;0.44796072665386666;0.9992658258380367;0.2632530535887382;0.3059697776704061;0.8260097053487798;0.046041024027977606;0.9427618053452713;0.6086215783480522;0.4334297039781492;0.12408127148713355;0.28768319091236905;0.348399312507066;0.7692297411110114;0.3363268604031009;0.7094518119546915;0.14505095598597406;0.09141617281096881;0.9637587099203917;0.9587910724721826;0.5917046349892595;0.142507250302492;0.30621767570802694;0.8020324742593175;0.9263957119205617;0.9145542313195597;0.1443674417432078;0.04812160896871798;0.7899584439605982;0.34032218182853735;0.36419229796208386;0.8073156918835865;0.8733880873847044;0.3182658134328422;0.4488336876856305;0.5911614400468238;0.8321561184774858;0.645581636893594;0.018822880872318426;0.19834660484705824;0.028989867465181618;0.5206109407279883;0.8892626814689242;0.8886269857420399;0.4270937047680823;0.27737591587585053;0.7629977151437534;0.9097321754941727;0.9977972320719897;0.28733678686651576;0.06086179452908658;0.2257576304865061;0.48145811827897234;0.8525024276849054;0.16626042169751265;0.752655840702804;0.1496097472238498;0.9085816505661856;0.10962866185913889;0.3073090323654879;0.9431291304208153;0.7487127482750643;0.9491487195862769;0.947290219534306;0.9324144865287658;0.6345840711361586;0.9155846551137706;0.9618795157039095;0.9216484151527393;0.6844207608705262;0.3979474186325259;0.6840207128280372
0.5206858968736233;0.1860753025633809;0.5909495427560871;0.8857069958610534;0.7382149911090614;0.6690680268238658;0.7508735795724807;0.11930697218119679;0.23396675299478886;0.6701341064182406;0.7687790866450903;0.07465141453744883;0.9152625144032671;0.7446497218060582;0.9317867583685674;0.29117585805824575;0.25781149608142273;0.5299334402727037;0.015211326825166016;0.778360975464514;0.35336191975227516;0.1508861367353581;0.8380222830867234;0.08965083339143809;0.37238089428560106;0.48993128033194344;0.20489393215604357;0.21992914217224357;0.9312198820821603;0.5622139891123938;0.21180750625361733;0.23783185475494173;0.440638197527223;0.5544434334801724;0.7320651429325381;0.4287072970960457;0.03872472000691152;0.10563636738453153;0.5913540899329701;0.751809214994072;0.32537880603284886;0.08720391125490168;0.003575830381548184;0.2093220928607561;0.5437780699555037;0.7810444894538285;0.0762396551890433;0.5756917087407472;0.6292612515091548;0.8427812971113895;0.2098925475792568;0.5557902494377228;0.8051657978333142;0.10232677277699076;0.9175420286615169;0.31849938941965683;0.18714087151416425;0.8117696728101634;0.6832445486081119;0.35794408787773624;0.19506071856842877;0.1589302496639492;0.06165918040647289;0.10589054767732964;0.5185433953090169;0.7334062540935296;0.3386677709180924;0.0648390009396137;0.571021055945264;0.28934856152684607;0.6400067548030556;0.9116391958535949;0.03492272085148751;0.9701355158179517;0.7479012534677025;0.18225206536257055;0.4544176827236803;0.25988517481435136;0.18465596013118624;0.14912560866802071
0.9488045661950885;0.9176521027789518;0.9997255668396122;0.40548665676701;0.9180715548026234;0.45232667616959843;0.8587839166655409;0.9928323186289791;0.5472437849857408;0.8476892936298324;0.06342192859115614;0.8722197799846533;0.4847363036630068;0.03428305675363563;0.27771511421068606;0.15942056818645745;0.6940599431846038;0.4453502693574547;0.8011648935472805;0.6178501180874421;0.24599369869829346;0.4272031981311526;0.7512446226730882;0.0481763656805988;0.6360232886557378;0.8894733103306641;0.6230288889083787;0.2859869924223949;0.6551812662633688;0.94801498686548;0.19527503893967846;0.5184654146573524;0.4374781667414198;0.7526971470839995;0.9235089276923992;0.5518503096318967;0.7437713410290668;0.919021437913679;0.28628834068069364;0.9070424753567469;0.17302745215437354;0.1764930306029262;0.01405731014736411;0.03707290902568394;0.722340368890229;0.14301117524800433;0.19365625975403167;0.9072972408079333;0.3836996234075105;0.5555319425038561;0.45310240038734795;0.1691053098172245;0.250123757142801;0.24795613744753076;0.1908220403607681;0.9681292209687491;0.9783851126768458;0.06759288235601624;0.2434534184511441;0.6250954673698923;0.8403901585723614;0.10096987811597635;0.4461381126995074;0.7615008622082051;0.9876527085097343;0.7377345287823879;0.6364685430059621;0.16557728009308592;0.9675809836985076;0.6992559638062289;0.2262383686428271;0.013837697142162986;0.3744774685072938;0.44699638350295623;0.5436372866838795;0.6832938944243113;0.14227035507897712;0.6808666478655405;0.43804895708924096;0.9964183697215603
0.29142532661807863;0.18740761945610018;0.393205910924566;0.6414114648069833;0.8745669999739661;0.2911393230744467;0.2684888282726333;0.6350289614276969;0.17322734972327059;0.5812906792870886;0.16155339757491072;0.6441832866469173;0.8658079474718284;0.23076719219038178;0.46249325634881466;0.09160608997245501;0.14672367379374684;0.11422259899059173;0.7474958967178204;0.21312178934372983;0.9996831278894872;0.8673762380814358;0.4082164741865201;0.02867523011021389;0.527438483642016;0.8259842114597536;0.21778213141890834;0.06061201922773107;0.9237994351041297;0.9521766592434591;0.015434984260018436;0.3924044699131368;0.8807166092344126;0.7036535034221987;0.13466163742759463;0.5247940427004302;0.08339065295655912;0.6059933603875207;0.37122222977645414;0.6131543593974443;0.9759618236358774;0.49791899554527563;0.8516203533563851;0.07095731606193667;0.7647261283965407;0.7516413460281798;0.9669306741365343;0.27975537783596804;0.812359733236947;0.2894789747569865;0.8389687732983288;0.4212815073008076;0.9746760204554649;0.697846243701591;0.7230861716907504;0.5483248595568914;0.49489394861395786;0.1507236448094691;0.4160925393975371;0.8820046676199484;0.061887803412104425;0.7743154110106497;0.6576666300871222;0.9052149771562102;0.9540833942468346;0.2726952727544436;0.5279170542608411;0.6908383001120297;0.9098565644552129;0.5630515293590849;0.4553125608954758;0.6769396874889938;0.4685284416347578;0.8664561131565985;0.1363119556231891;0.09072864962091676;0.793552105769995;0.15784368705412222;0.5549954429456001;0.20221020305025572
0.19242663736109733;0.669366032916045;0.3681357076460301;0.4306458338582375;0.5847819492216251;0.5757643618740589;0.4886771066342255;0.12637695369806023;0.4588408530418787;0.35955744862556227;0.12955122782660944;0.11633417433096493;0.2568590333440275;0.0976203670774024;0.273438292350079;0.87166927362398;0.9197571705300835;0.8596061190532499;0.4138866301256936;0.7394040493511641;0.682211525051574;0.9529846685699409;0.8631938558295024;0.036462684185151306;0.5706157600453261;0.11380079835065504;0.31902443573962613;0.7248177075797702;0.020350022782329114;0.025695020959182413;0.5602237057075845;0.5504169227955892;0.028485938069635286;0.732864407041467;0.46880890175589784;0.5839341886224508;0.11599742106895183;0.0034649494068588194;0.637329755407943;0.36623106835593555;0.07668988661348508;0.06094130143712129;0.013536780719042518;0.9883865593196965;0.3260474022610508;0.81157150489368;0.3460402753729932;0.1965607673111024;0.8769645672005388;0.12992427187994204;0.8633072059814109;0.9683278439880135;0.6865153094162179;0.8335411453725665;0.04471005039481024;0.5321228011136977;0.10926120733908218;0.8553715106730202;0.7131572746317271;0.20658910687972043;0.32792872337197043;0.5989020217914042;0.9698271771310539;0.802881883413461;0.2862181838150081;0.7167041891824596;0.26987574975716555;0.8953538880480345;0.84606023798471;0.24878070881322267;0.6772207460222744;0.36182649381182175;0.6492036564131517;0.14734238379260978;0.5288055366274577;0.3846159712712123;0.18052292821163407;0.5195322283563224;0.7902431908813219;0.6285574632662192
0.8350942111521618;0.8820789379257082;0.4505978338413553;0.15447328045548814;0.7009833468971404;0.5456830101202401;0.3108849298828671;0.4691322738778013;0.30679772010212514;0.017012493680306107;0.38120761699220473;0.008606158836915845;0.6147350542034062;0.27253249427134707;0.059741359439391295;0.8044433756337213;0.30152162279153716;0.5042334069476231;0.04423416548511083;0.6815995543683154;0.6388776644782079;0.07168646553456148;0.5173033874381417;0.651898593854816;0.42959295679506126;0.388898800695761;0.2475747136811688;0.8958467929993202;0.3525786868912564;0.5983848310888044;0.24325146933361097;0.49080614374884424;0.2180044656236496;0.6977733225434128;0.13534952305560066;0.626845858126695;0.7714881629320249;0.8170977541650142;0.5944262290650816;0.8338582375362541;0.9000482466751373;0.6824059221166916;0.4462412137902211;0.9287680598748055;0.1140791099571512;0.8722441713133888;0.8069008981430923;0.7146986992145714;0.0696929610668997;0.8442922819745293;0.08508790253541454;0.07221081385721428;0.7189774511275976;0.5773376797278835;0.9096585577290969;0.4198893712556545;0.49909454417432486;0.5257902331418494;0.27316126308033195;0.6646899471298953;0.24213956691035166;0.9549824084912254;0.2061760369614014;0.1320142218159036;0.6380793757412916;0.972010126400215;0.5006096996218596;0.940403978408274;0.12623617565050893;0.271155079486589;0.7486556861011904;0.07309146528988253;0.866735977006722;0.7062635170396486;0.5697400193721005;0.21592909566971008;0.040757337720725095;0.05604719715566697;0.37692567546442735;0.11410962005282088
0.5979992370435848;0.3131514278010341;0.20169033131132263;0.031846782693111586;0.24299017576944715;0.031848013980167456;0.9806644979979947;0.5929049936758303;0.1753344699706263;0.08449749819940544;0.8874086252256046;0.32011161253840403;0.27315796904092626;0.55583772040619;0.028577527191540497;0.23975239593224784;0.03537191336611345;0.286729677735194;0.8787359269993502;0.8959243121857717;0.23225835743492984;0.49670662239412033;0.2774709718604793;0.19077723043525685;0.5704987258343945;0.7385269850936466;0.38900996262460885;0.5028531998507819;0.33974989794044874;0.3569013105366987;0.4364917038848919;0.673225910798567;0.18261886211230738;0.18294229438652054;0.48579714111936767;0.4529693501349975;0.1995803555201564;0.641268435118911;0.13953494913466524;0.2852037250713283;0.45569407269620976;0.5495419665777982;0.19918731813441737;0.1253780027621968;0.973988436760114;0.14667110785513549;0.3932471745592341;0.12231549618509052;0.5436473073229593;0.4305371817137752;0.4341729852427988;0.898088205600064;0.9351582130905174;0.40876811146424485;0.6260964208276328;0.3607653578603712;0.06909956532344919;0.8462795992993112;0.3155480756412863;0.003132853410413583;0.7885777469613977;0.7278599241199737;0.29338288652291633;0.17120900090212998;0.40458938037311676;0.9582480021400269;0.7995256607002807;0.6953096901388118;0.8238165281013226;0.4718765482130114;0.8895001155241776;0.3488424249712815;0.8657626528724757;0.28845679192002394;0.5896008176374435;0.6107334065247748;0.17012608140417496;0.8514316123714442;0.10097209343652336;0.13748424533892745
