x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90
0.8840540544298024;0.8123996897972342;0.9597237297713285;0.7874194998696727;0.9937413759518867;0.9942921400216899;0.6399700734441355;0.9108570887376874;0.5249329841016667;0.013421731011914906;0.919826312752819;0.7029831783078218;0.5136725086014337;0.9032614821378644;0.7276221386061805;0.43780604253075983;0.6048883640951892;0.9646703509736795;0.9500202329123952;0.8330824186653458;0.9200990510183517;0.9458699846603844;0.7395195731621708;0.09713157765050007;0.6498469558822958;0.24723130003140004;0.7943608626980284;0.581757197839108;0.18817996941227622;0.21962364010753876;0.045315476444904856;0.06762656230917619;0.645659241071139;0.792041462266619;0.8716825129564609;0.2909269281346195;0.000363115359904409;0.26702259612423396;0.024911641238323567;0.09680900165069961;0.06126904447377812;0.48282352629797864;0.08775344454613132;0.5527359278544951;0.47472296760324073;0.930668132692322;0.3915157314201;0.3812126154556341;0.871684031432022;0.7081282175633955;0.21342821113765575;0.37341241490800614;0.0008201258108083698;0.016839101593701833;0.28469546866308204;0.041070343095436224;0.2250379219444778;0.4269230279613141;0.3668261714650213;0.5301030108554834;0.7403065629623671;0.14692676132442828;0.26948258236996636;0.1916474423760991;0.25831456494770044;0.8713123339551629;0.5621869359082087;0.5797707380832309;0.18100626830209632;0.6963274243769969;0.4283029836059934;0.5747504229043959;0.9631945849188106;0.1851547164137718;0.6512674620034687;0.7408362007790972;0.3627020968743975;0.31838252137328993;0.8238006271810497;0.8206422760223838;0.8811762543146778;0.04492752506787956;0.5494780838071658;0.8720208793790452;0.6693368794528374;0.8787515466535191;0.8330694016338217;0.06866631923258537;0.5771033188413356;0.138193480824909
0.2077236915180627;0.1852217098564033;0.8889850067011357;0.8840004434261137;0.026248675768528074;0.24758700736217665;0.9203063716996354;0.2656937081041887;0.15078891726598986;0.7535456821393492;0.5730791812216705;0.8922416217076178;0.1972314259805119;0.4438530799423688;0.3742228159257218;0.11275103933516017;0.9755099594884347;0.699646082542375;0.9792582898912273;0.8699664800131206;0.14503930371274076;0.7510991918496901;0.9399666971476269;0.2982896408461583;0.9274938811549195;0.9082737419007133;0.43034575617364923;0.10989201857689168;0.9693899304827481;0.6646104352839447;0.28647784456858216;0.9850094410063367;0.9264854135202512;0.6033278693104905;0.10324991374712356;0.4112109466969649;0.2544490750475872;0.936947326568954;0.601208255486034;0.045652467063749036;0.8767596550744747;0.0920312834002055;0.2252563584345033;0.47358834501240366;0.44746317075144826;0.6301912154864019;0.5138251960595683;0.47282726848659473;0.4396326075003586;0.4904768005605369;0.5552988455962752;0.35641636115837927;0.5007438656992302;0.7158548517122385;0.6649816333662293;0.5421923241722016;0.41461292612094425;0.6684549018932999;0.99390023343;0.30706755133889563;0.03210845859186895;0.13972449229272088;0.7907622020601728;0.28068150298229977;0.21895184023883152;0.6873467521889671;0.10217397023484309;0.155668412478428;0.10073653169454189;0.05421301488996921;0.6419582873333523;0.31682067082929033;0.004351660394064316;0.7128607416821329;0.8820909866079184;0.4598039292081251;0.016326579385130047;0.5129815779381935;0.20137410519814536;0.512702752963883;0.5435463886479432;0.2848410131111593;0.1967981565019461;0.3459667399102172;0.9230878232181267;0.3635411288098871;0.003765889452971627;0.05053401660954471;0.6427502988173893;0.30133141448935075
0.6780509198102813;0.8299589963596224;0.5439369853257762;0.9922063803000148;0.02574023840222106;0.44854463640919384;0.39333985517012204;0.7017095907150251;0.4644382697547521;0.8720806650298857;0.06009400271219978;0.7853903082142133;0.5956018937834263;0.021348348842611164;0.857777046959628;0.02052147356944134;0.4521704401924854;0.16856423812606325;0.66393747843708;0.02556566809630645;0.5281979783595964;0.45982735244956596;0.23142225221660662;0.7966099136975178;0.7017181815438579;0.002830196176317412;0.08298179029453079;0.5064852531605268;0.1582296365700927;0.9864245726175658;0.8462858860876711;0.002506119114129235;0.5026364295601891;0.3562783471925446;0.030836259803881605;0.964993599323796;0.29546774550889854;0.8306034216990529;0.15848814292738056;0.8357560028036505;0.9982617385777927;0.4633097669359716;0.25233883707929605;0.7004570920497166;0.48777222555516087;0.3994412807073354;0.3086884173075439;0.062207599151127724;0.02413315261227189;0.21902366407712714;0.7378886798024112;0.3183524228161938;0.4715760838461386;0.18909247909584392;0.6216143728971072;0.3684274651780257;0.9957995026382449;0.36481676762152615;0.8102762390613266;0.9551675502808973;0.09970339650807214;0.6429831227903074;0.2137555630968606;0.8276170773025004;0.18121788051430598;0.7986009518854823;0.18577714248102783;0.09294183592225225;0.6804446184186699;0.38479328984063355;0.6295875278969415;0.5475954991905642;0.8861422586490086;0.9003986836537793;0.10530499983189312;0.14513513379498377;0.42849559239290447;0.6509457600392832;0.7297141963500399;0.7061396826784131;0.7300530918247882;0.18901924316349172;0.9645356361648468;0.1576735039966931;0.6364655574604596;0.1964296661431928;0.5231300566449386;0.04637244358291981;0.19170784247347805;0.21697393482661576
0.1427265207452706;0.40224179634192403;0.1893330499290875;0.33083357194039364;0.5321281293298653;0.26753941312607665;0.5360131316272742;0.6263360519970628;0.4140448902525763;0.7071297690879191;0.537445847374069;0.2693737043227813;0.48946433041416126;0.17545738568356894;0.9965686677736314;0.23340222155447288;0.8447703766769866;0.14019915955487405;0.66425254766064;0.5842363646320676;0.5466170247299965;0.7096054721752748;0.1953882525234818;0.47382295990552015;0.34328715467392756;0.9588678460901615;0.7237076417101322;0.4430391409840436;0.4806510994945796;0.9887764163739512;0.20971594841954833;0.862233268543678;0.24188007561059444;0.5956461353407355;0.457854554740423;0.26173983020407987;0.7436012657248453;0.14456785095878966;0.6664555278009217;0.8813881548705609;0.35879213670475896;0.39019552476895436;0.6106562936353648;0.6631344469257031;0.2329265752673575;0.877422738354193;0.7909292347095896;0.6225226966689821;0.41774329566615376;0.7680856765795886;0.7104901383185714;0.6364025460319735;0.34911557096765256;0.7411510568301912;0.887130296556001;0.8700419582355668;0.888108746120597;0.03015197118612367;0.8555892428826184;0.9010169195973432;0.6592017245840316;0.4862294273617115;0.0761515305866598;0.8564340538990456;0.8284438400072901;0.8202590559126786;0.2453226465645082;0.47219347246767696;0.123073876141785;0.514103216836181;0.14241559094728884;0.015899886890242243;0.06108318311510108;0.170357100653295;0.47451866302978285;0.292551801059316;0.054952475588514904;0.5302115905902627;0.736692942560996;0.8108776509766387;0.06750142199111187;0.820987450001859;0.6646685530673491;0.7352317452689512;0.8918767027661743;0.9477602190488326;0.5043501107136888;0.9199010364514032;0.8705372164929476;0.1713883688935255
0.1098490913457052;0.6485446589835956;0.8454854763210216;0.5429120966313183;0.9790722225265152;0.39706443636304956;0.08168736272388621;0.4543390838719089;0.5110491031830611;0.09267478837453869;0.22062137567619333;0.6190089753828628;0.5292744011388821;0.18037999924593995;0.6973029330101734;0.11980577649828072;0.16415961616454278;0.286325614250346;0.19051674035629818;0.0936347754751038;0.3018309819148872;0.9224521887145755;0.7873752675916924;0.3520088100624231;0.7342717143300576;0.018814676656202844;0.1610931992554392;0.2708404193026177;0.8704984013424248;0.39481785937912983;0.9365609611002789;0.7591176254285563;0.3020951564559169;0.3073692151255948;0.7340129933386037;0.6310409207118858;0.832753112320912;0.8307837768135738;0.8884896400350274;0.16948342992637544;0.9590315366744494;0.7111512378537906;0.8275055156056428;0.9728676401101493;0.07257232830992599;0.22405957857564585;0.7043532453160444;0.19414109335912644;0.4143757584528216;0.5425533931160723;0.9828534544896259;0.5420228560304511;0.9901786272260457;0.09560954638959851;0.2096934706436031;0.07418247158571112;0.9629122628058783;0.7635051475277975;0.6498453698994073;0.3753584461300431;0.35826691961028;0.4762717532566506;0.45071134864822604;0.4384836769803514;0.16405296176994322;0.5757549932390412;0.22644087626826026;0.19664848986113637;0.3044469869523704;0.2558027918377651;0.06229463870354113;0.40656718630007516;0.9190119850315182;0.9220978766518806;0.008284838475372869;0.8667143684672538;0.2091997960698868;0.21732948422949772;0.8717265382953022;0.2597160248003376;0.1321236269196263;0.5812704775244784;0.3377128497274846;0.9310869183918139;0.5920098058782624;0.2701762804621105;0.14389222553635983;0.4724383684344494;0.8586980987006118;0.7806370440500257
0.9166625994502478;0.9434118735190323;0.16080936139292556;0.7519961218336031;0.3044147904815505;0.9587692035196507;0.3907033728836058;0.005196322089865091;0.4499953398177434;0.684102340956607;0.37248493947822625;0.23397064360252506;0.5320751754143052;0.6758617439563761;0.3014310552745778;0.5963786987925084;0.08193853580011912;0.8069675825331832;0.26602757357725715;0.8430064301415228;0.009565448484413208;0.5962226778159206;0.45272909461921096;0.49824096957187847;0.8165549307555787;0.3217420200012556;0.5095321737805342;0.676795979895468;0.8251962177695857;0.7358288010570757;0.4187512260073304;0.4644088088845134;0.621419692564643;0.9606491804979157;0.9094840432389609;0.6310509290352042;0.732519138217123;0.820734887123775;0.21907757505851777;0.7839535152943569;0.7541204502488634;0.8856809832361112;0.03544074255930052;0.2590081842911858;0.6525028047316321;0.532066027652455;0.06894914321947254;0.9826156957708034;0.6692588091671124;0.0835281432177224;0.4639107238413982;0.17179089080128496;0.12531752364149207;0.9265659022694386;0.36918617281772503;0.24348994084114428;0.4955271960163662;0.333319480279352;0.21475592561605694;0.5460534716155944;0.0029744653264891507;0.6445318969620276;0.3516754950491615;0.6805956466382391;0.41277401306006345;0.05785892633329659;0.5571342508770128;0.6692619058267045;0.43895919744795586;0.12945482216736404;0.8535241512158469;0.6388609415395027;0.31789426967633516;0.8358416369046232;0.41869417367672435;0.6035348795347102;0.13558727902897005;0.896147353932446;0.7715739667221776;0.2675968037550154;0.06534862596844448;0.16949755438053937;0.51637949399698;0.320646176516172;0.7047420065941868;0.49234351007077537;0.3544059064617361;0.34286416970457645;0.976244304657016;0.5125455482255327
0.8456902426031294;0.6653211694631838;0.3067230562821943;0.47464272849229283;0.7104321467473709;0.43611109914902346;0.8705658558648288;0.05593255553851062;0.6174573448332609;0.8738352913300523;0.596676746122931;0.07981370368915963;0.4271744748250329;0.1528242454566182;0.7633206244804603;0.06888665811976402;0.29690248962579313;0.5785402131250673;0.4704140406747237;0.5946089735593169;0.8966918777053765;0.8559314904059163;0.49920345305261293;0.7706198973387869;0.056659409451492504;0.9872625744938329;0.3894575684250815;0.06371588449562549;0.7866985465460515;0.8300137036147887;0.7056735587659376;0.8674757630490814;0.5652087378942922;0.30552907834074616;0.6430133400027236;0.5377196751314333;0.4808938599657736;0.27145832457045627;0.8184434277178927;0.8345460977262456;0.47927311829124175;0.07391980420361022;0.08861802207107528;0.0970318949471447;0.5348025302033426;0.03882441021655769;0.3335906306314066;0.225597235982554;0.4918417749644499;0.5406824631977317;0.3785438345567702;0.8439319594582455;0.45538291848235657;0.06966287393447801;0.23177493144882233;0.5548004109566013;0.7564329361338524;0.06517666111670273;0.6454058936850685;0.04682843624928246;0.9033825963070745;0.5444924237095856;0.6375078647055753;0.558326546946812;0.9508129298907427;0.07736297589963026;0.19233460102770605;0.3717001148729244;0.3577398542836231;0.6022056336550121;0.6099397131436977;0.6112960834801806;0.5892446418889902;0.04782341792560996;0.7687566653680727;0.2305909618298282;0.7391783065541593;0.3567731797948882;0.8750176987974376;0.41353381300662595;0.22684574159596926;0.8480928295362011;0.8755376691103255;0.9116176337127285;0.9096812425919396;0.037120554124784544;0.012365062363388746;0.3604169856641134;0.15047720348747595;0.6691895601194354
0.4586861581810724;0.12322605950532717;0.8011612270429548;0.2231982732108868;0.24905173124340896;0.3182525125030219;0.8425140743356799;0.5168775381132054;0.39821444772427783;0.7352064367655681;0.9449307224231005;0.002796091058838379;0.045931566599102025;0.47147237232716255;0.3480036076726285;0.49534899254055176;0.06616480393662438;0.9324538694206984;0.8986095684595395;0.8621570979737617;0.32673664118836754;0.4209443683309546;0.3412974089131562;0.482963493092187;0.8259717653202427;0.666461133422153;0.3314634760227124;0.8575680250167591;0.011146228771313327;0.6294199126779952;0.040157839759921043;0.8160564784584489;0.19602581765553273;0.7804525339542712;0.38202254433565275;0.3268397183040834;0.18009892228784874;0.09428524036879038;0.28872429789064935;0.952091502773526;0.5038286361830164;0.11935958709898586;0.45767694920771307;0.4152900709148061;0.7908226886108141;0.05726812977231033;0.5432106346500796;0.9303121232447024;0.2566344874319404;0.9854274849602557;0.5139666204198142;0.8207979669655681;0.3893914605274049;0.8963188550852194;0.12301115227866266;0.13339355042937917;0.6057756338870849;0.1903120319855991;0.9544890281546022;0.6982917122134633;0.4737472588934112;0.14537020492160724;0.6898264442896865;0.7431048615138802;0.54434074669594;0.1512115180884579;0.3686179620751815;0.6937005178555319;0.29924503227913346;0.4335774419745666;0.23066371337136782;0.44485267454674804;0.13478189106387117;0.3376411263272612;0.6729565900818412;0.654884870470314;0.12605854241393943;0.2308229006283138;0.6830769912759874;0.9968782898334579;0.5465062801461368;0.18823231642839044;0.9881712295618128;0.17238853828442202;0.5084727089242623;0.7270439717369551;0.19771146088456615;0.7480361301843904;0.9162115457315032;0.8668998417963855
0.7030785454028722;0.4045999913551389;0.30202357298740146;0.034765223193197636;0.7104329680125858;0.10296948910892112;0.2822682911396288;0.5074742159560659;0.13171659780595713;0.040463855476953525;0.29720020777944267;0.8816163208558376;0.18238407081031316;0.22252025827050315;0.9922185307520969;0.8732876328870081;0.5813735656816222;0.5962707420640458;0.37863803760303816;0.7120113333902571;0.8165992783541858;0.616745433562645;0.8065808206750263;0.41275276159482155;0.38156232172698146;0.7067930118946976;0.43663952215393875;0.3419359562540767;0.9533833196337544;0.2914680794015775;0.6604436491257811;0.0023817485980948128;0.30890456050553494;0.11355706826073364;0.6496358943861924;0.7997164285373969;0.43212381921144716;0.19667156938599395;0.4744913598688425;0.07076165192128336;0.23447811587494793;0.01219771511519574;0.6589954729646483;0.1687160678085392;0.8053879535472916;0.7624349699407518;0.7012296042445062;0.29107414157198286;0.7003423073409912;0.8281993862153662;0.2658247751849777;0.24445021926532273;0.36869928670245866;0.18184721106064916;0.3251300483736427;0.8135281646169131;0.43548786462871125;0.671623980416535;0.9528197847046027;0.5187261856979483;0.4452772452878482;0.7432995299695585;0.2723236744388867;0.2151312536355363;0.5132182898983165;0.5794925850090122;0.747281844762847;0.29385624699178436;0.029212221114696013;0.6850549906082686;0.2976502288445113;0.2525771491572304;0.8381602054185784;0.5586011315028855;0.33134329248403627;0.025496718120340045;0.2511294870466545;0.6129984862681577;0.4790473136048582;0.5879044052384489;0.7059598954009981;0.37394206091701454;0.010164198249208112;0.8671531154141578;0.9227697240095509;0.12625840210602712;0.037059225368734405;0.7548739193959789;0.2515759178896724;0.9051327812610569
0.6289102553758746;0.3594049381471942;0.2923409407925589;0.23373489822786053;0.3645113130136316;0.0010546010102364667;0.47383804829345644;0.49880412262526275;0.4639445206805526;0.14185859814975343;0.7474163745312006;0.7365148524914722;0.5447131215805788;0.9835317037605126;0.030132401477286574;0.584682135139659;0.01988194430774337;0.539641007021935;0.5240263176846812;0.7748355658552324;0.8786907691557513;0.7819762268703015;0.20906915139819204;0.38905551600496313;0.47045893123257676;0.7576128152377154;0.9922793711006118;0.1320926724982887;0.6234012687857162;0.949354998560566;0.4069672824822017;0.40403985708747137;0.5915539997782421;0.7854841852572086;0.8488299044016432;0.4604445596717587;0.8027909498365781;0.19059500072342295;0.1464937527109592;0.2738538119559982;0.1759309453055048;0.7127570534439582;0.6409759341551774;0.3534498588789877;0.12750134159289261;0.5912761129701345;0.6128429967239999;0.35728382584320806;0.4104303282602063;0.7477893337817059;0.8119418480921019;0.6087081401415504;0.13721939629442526;0.34912115500259167;0.35343097716768435;0.48200513303469217;0.18954156729725447;0.539388990039651;0.5866546288015633;0.13883003069253075;0.5690343953000996;0.012163973181880339;0.845173786461979;0.6218879334904569;0.9902474924895274;0.929696210152165;0.9659546245033813;0.5161521272455557;0.9170221238556052;0.3573161253837208;0.7311060893981066;0.27408321259796775;0.4284099029390743;0.7531859190000416;0.9034277215818833;0.754751974960552;0.9297473851040372;0.6875609294675337;0.20785989691881723;0.48121985565566017;0.8442885901744646;0.9760777158967432;0.45282922733218045;0.5410844879058992;0.3612565925856033;0.1377120412501769;0.006196679673529992;0.2956180882638768;0.8642686670642706;0.5719301611967855
