SLCE3.SA;EQTL3.SA
20.881818771362305;26.190000534057617
20.53636360168457;25.549999237060547
20.159090042114258;25.600000381469727
20.34090805053711;25.68000030517578
20.227272033691406;25.600000381469727
20.05908966064453;25.950000762939453
20.43181800842285;26.18000030517578
20.68181800842285;27.360000610351562
20.84090805053711;27.549999237060547
21.154544830322266;27.079999923706055
21.381818771362305;26.829999923706055
21.709089279174805;26.81999969482422
21.82272720336914;27.420000076293945
21.886362075805664;27.389999389648438
22.186363220214844;26.989999771118164
22.418180465698242;26.989999771118164
22.3454532623291;27.229999542236328
22.490909576416016;27.8700008392334
22.909090042114258;27.979999542236328
23.031818389892578;27.790000915527344
23.504545211791992;27.5
23.318180084228516;28.020000457763672
23.39545440673828;28.0
23.23636245727539;28.059999465942383
23.23636245727539;27.190000534057617
23.404544830322266;26.93000030517578
23.318180084228516;26.450000762939453
23.581817626953125;26.959999084472656
23.454544067382812;26.219999313354492
23.53636360168457;26.75
23.4818172454834;26.610000610351562
23.42727279663086;26.350000381469727
23.71363639831543;26.600000381469727
23.336362838745117;26.479999542236328
23.318180084228516;26.450000762939453
22.727272033691406;25.860000610351562
22.886362075805664;26.049999237060547
23.063636779785156;25.700000762939453
22.381818771362305;25.510000228881836
22.39545440673828;25.43000030517578
22.259090423583984;24.889999389648438
22.26818084716797;24.940000534057617
22.27272605895996;25.1299991607666
22.41363525390625;25.489999771118164
22.204544067382812;25.5
21.7318172454834;26.049999237060547
21.363636016845703;26.1200008392334
21.23636245727539;26.15999984741211
21.27272605895996;26.270000457763672
21.318180084228516;26.079999923706055
21.136362075805664;27.040000915527344
20.813636779785156;26.760000228881836
20.636362075805664;25.420000076293945
20.718181610107422;25.190000534057617
20.62727165222168;25.06999969482422
20.85454559326172;25.15999984741211
20.454544067382812;24.530000686645508
20.649999618530273;25.3700008392334
20.618181228637695;25.989999771118164
21.0;26.68000030517578
20.92727279663086;26.579999923706055
20.754545211791992;27.06999969482422
20.722726821899414;26.959999084472656
20.600000381469727;26.8799991607666
20.950000762939453;27.600000381469727
20.159090042114258;27.270000457763672
20.299999237060547;27.68000030517578
20.568180084228516;27.780000686645508
21.03636360168457;28.059999465942383
20.82272720336914;28.530000686645508
20.636362075805664;28.760000228881836
20.477272033691406;28.770000457763672
20.68181800842285;28.440000534057617
20.618181228637695;28.040000915527344
20.068180084228516;27.3799991607666
19.972726821899414;28.09000015258789
19.89545440673828;27.760000228881836
19.513635635375977;27.577373504638672
19.581817626953125;27.297704696655273
19.477272033691406;27.167856216430664
19.77272605895996;27.30769157409668
19.64545440673828;26.700000762939453
19.93181800842285;26.399999618530273
19.64090919494629;27.100000381469727
19.259090423583984;27.43000030517578
17.950000762939453;27.469999313354492
17.959999084472656;27.799999237060547
17.6299991607666;28.040000915527344
17.524999618530273;28.40999984741211
17.655000686645508;28.790000915527344
17.864999771118164;28.959999084472656
17.864999771118164;28.719999313354492
18.014999389648438;28.6200008392334
17.709999084472656;28.84000015258789
17.764999389648438;29.309999465942383
17.75;29.239999771118164
17.524999618530273;29.149999618530273
17.420000076293945;28.719999313354492
17.399999618530273;28.969999313354492
17.53499984741211;28.899999618530273
17.53499984741211;28.239999771118164
17.28499984741211;28.100000381469727
17.264999389648438;28.149999618530273
17.209999084472656;27.950000762939453
17.665000915527344;28.15999984741211
17.739999771118164;28.1299991607666
18.104999542236328;29.040000915527344
18.424999237060547;29.610000610351562
18.25;30.40999984741211
17.75;30.899999618530273
17.6299991607666;31.100000381469727
17.5049991607666;31.149999618530273
17.65999984741211;31.149999618530273
18.18000030517578;30.719999313354492
18.350000381469727;30.579999923706055
18.5049991607666;30.8799991607666
18.450000762939453;30.829999923706055
18.200000762939453;30.0
19.385000228881836;31.5
19.299999237060547;31.450000762939453
18.684999465942383;31.31999969482422
18.614999771118164;31.239999771118164
18.899999618530273;31.40999984741211
19.110000610351562;32.150001525878906
19.31999969482422;32.459999084472656
19.53499984741211;32.599998474121094
20.219999313354492;32.849998474121094
20.05500030517578;32.68000030517578
20.405000686645508;32.970001220703125
20.40999984741211;32.689998626708984
20.385000228881836;32.84000015258789
20.385000228881836;32.95000076293945
20.299999237060547;33.349998474121094
20.225000381469727;32.86000061035156
20.315000534057617;33.09000015258789
20.375;33.130001068115234
20.719999313354492;33.36000061035156
20.825000762939453;33.84000015258789
20.90999984741211;34.11000061035156
21.114999771118164;34.459999084472656
21.260000228881836;34.2400016784668
21.475000381469727;34.18000030517578
22.149999618530273;33.529998779296875
21.975000381469727;33.88999938964844
21.825000762939453;33.540000915527344
22.155000686645508;33.04999923706055
22.149999618530273;33.209999084472656
22.28499984741211;32.7400016784668
22.450000762939453;32.619998931884766
22.104999542236328;32.560001373291016
21.735000610351562;32.380001068115234
21.71500015258789;32.41999816894531
21.450000762939453;32.33000183105469
21.424999237060547;32.400001525878906
20.600000381469727;32.310001373291016
19.94499969482422;31.670000076293945
19.68000030517578;31.3700008392334
19.575000762939453;31.350000381469727
19.6299991607666;31.899999618530273
19.604999542236328;31.649999618530273
19.84000015258789;31.84000015258789
20.014999389648438;32.06999969482422
19.545000076293945;32.099998474121094
19.915000915527344;31.610000610351562
20.30500030517578;31.649999618530273
20.65999984741211;32.15999984741211
20.575000762939453;32.29999923706055
20.110000610351562;31.65999984741211
20.28499984741211;31.899999618530273
20.270000457763672;32.029998779296875
20.1200008392334;31.329999923706055
19.924999237060547;30.700000762939453
19.799999237060547;31.149999618530273
19.799999237060547;31.799999237060547
20.235000610351562;32.31999969482422
20.1200008392334;33.15999984741211
20.1200008392334;33.38999938964844
20.020000457763672;33.959999084472656
19.899999618530273;33.18000030517578
19.735000610351562;33.279998779296875
19.75;33.540000915527344
19.645000457763672;33.150001525878906
19.739999771118164;32.880001068115234
19.885000228881836;32.75
19.454999923706055;32.38999938964844
19.3799991607666;31.899999618530273
19.549999237060547;32.13999938964844
19.69499969482422;32.060001373291016
19.5;31.829999923706055
19.315000534057617;31.549999237060547
19.065000534057617;31.43000030517578
18.6200008392334;31.329999923706055
18.575000762939453;31.1299991607666
19.0;31.43000030517578
19.114999771118164;32.279998779296875
19.204999923706055;31.940000534057617
18.690000534057617;30.770000457763672
18.8700008392334;30.8799991607666
18.530000686645508;30.6200008392334
18.155000686645508;30.06999969482422
18.344999313354492;30.649999618530273
18.135000228881836;31.0
18.25;31.450000762939453
18.424999237060547;31.690000534057617
18.459999084472656;31.6200008392334
18.645000457763672;32.709999084472656
18.264999389648438;31.920000076293945
17.674999237060547;31.260000228881836
18.3799991607666;31.600000381469727
19.05500030517578;32.2599983215332
19.325000762939453;32.90999984741211
19.290000915527344;33.279998779296875
19.0049991607666;33.189998626708984
19.219999313354492;33.349998474121094
18.954999923706055;33.29999923706055
