x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50
0.01223900651307952;0.17280821185720596;0.30607628246194585;0.48769321476278116;0.5791200546103445;0.19350976720622193;0.5598066595375716;0.1242864710799717;0.7203558717559694;0.5503230375556926;0.5750508779050624;0.13468722671552102;0.4774985998983068;0.3772189355533069;0.7389029368231032;0.6786355265528748;0.4438814952842203;0.7282850935102164;0.5961033773376417;0.4572570599186534;0.8746643672494553;0.8931775222169344;0.08003865964773615;0.41952936984867795;0.7643152261260628;0.7808273048525561;0.11450522499703186;0.2712927059232296;0.2794958161567863;0.8016974495849094;0.1889868396638732;0.6306735944912628;0.4808549567032028;0.09518455668564807;0.8602618824330639;0.3093439781442837;0.8596176243646533;0.3119253108084864;0.19502015934765804;0.34649420873830894;0.04564503347373716;0.5695306883469674;0.8056201751395761;0.38022412933623684;0.028535563024057353;0.8070569168822475;0.1866780134283137;0.878545972435506;0.9342304880288387;0.5716489197711966
0.8733409878689524;0.49109820337673793;0.5474275104347346;0.49990544042361773;0.22908508427472285;0.5411509112535345;0.45246111059747707;0.1906008649276919;0.11828972882696887;0.6977300344194167;0.609355442429518;0.33824122261993106;0.6013217330573383;0.20965399768633464;0.11450636969615158;0.07674045472330437;0.3042484854236708;0.6973910921783218;0.770874154376894;0.6410624168155122;0.15075953862071578;0.65705321277265;0.0509655753972138;0.7970918627741901;0.051777095485112445;0.6424752223266369;0.09307682550454266;0.7102516729985778;0.9217789210560889;0.3550692934637447;0.698113020770135;0.807199625489204;0.3723061643689032;0.18206461654743167;0.7303284392800371;0.6862793794100978;0.8030397876373682;0.02177164399833298;0.4137523742278574;0.34259640712556316;0.9927468580282367;0.4345138726622828;0.021685982569030315;0.7048665723621425;0.5430470492307377;0.12295099156055767;0.742612751495765;0.7649054535255635;0.24512945917993822;0.6829154928314582
0.3100621260177663;0.3802855005686312;0.3557360945786696;0.020728286093579018;0.3861274578594137;0.07515641788009753;0.4515659070879232;0.34700984214489794;0.5122105722760094;0.6561205669742931;0.17101613885775235;0.17133328915909407;0.2627617782667805;0.7317347093393913;0.8343057761162602;0.03158247452646523;0.8491741715980347;0.8441080780899849;0.47498489849652603;0.39089965855068187;0.2638504583886323;0.3310119827760484;0.8230298344923098;0.9543171565499938;0.342112191473685;0.4457054968877233;0.3949050542319089;0.09078027953117518;0.4328500603072881;0.1576100831192926;0.44158655691622783;0.465938909685107;0.600597201757335;0.23912785449365048;0.6521443058486042;0.08809304337324664;0.5531703747247596;0.6542134357158962;0.6207856467106818;0.9655008146930345;0.1609229458563496;0.8432297548760985;0.39534087599767376;0.9580617025173611;0.7642344700720013;0.06516314106054688;0.13553275251694752;0.39017372516590665;0.700735221417921;0.6407139950276254
0.9563973641451854;0.8235402231610902;0.36411829434142573;0.7123700497275269;0.9128334604067135;0.8436408812472205;0.7725617980020177;0.8084827792348557;0.37187705417960193;0.36407811682879443;0.004155314369306384;0.10391648532664388;0.38421991048722093;0.8961671640282042;0.5225136000475185;0.08439602640980293;0.7476764780539891;0.9154972350489584;0.625548347189606;0.01972682629685163;0.8411154414940628;0.45635688093849436;0.5363005383561867;0.1911955569292999;0.937149184251296;0.7946566863530663;0.0916252303030225;0.20833741395263872;0.8224695235609478;0.18144329882817323;0.8436363403984469;0.2759707833506885;0.2717770802718198;0.6085597601159758;0.018700920351789274;0.9917290245469874;0.5926140950771365;0.7820911847368756;0.515290734646008;0.6516163547590945;0.678131568930615;0.7992945542511428;0.02866567817931087;0.18384941026139778;0.44689999637158084;0.461647559435874;0.055674412429534414;0.7273742657974518;0.5624818440883272;0.3431231853275387
0.8258110412128662;0.51307858568543;0.40188434238540716;0.13130062318555968;0.6449371552462358;0.97496201489115;0.29001139238417983;0.8913515553817248;0.5558296662442647;0.13125941898098314;0.4216338512443124;0.7773741194787013;0.8326175226930321;0.5823173462321434;0.6356895620599723;0.963933438845881;0.4758513381962375;0.3540776565993312;0.7086789135249634;0.33677700710159464;0.7424898576100445;0.12015193566343818;0.05066436936927787;0.881942585713619;0.613417582959263;0.3474608996210906;0.5067477213075242;0.2711487608739668;6.241928649053374e-5;0.03292908348297485;0.09415646256837107;0.23571067424395975;0.04030635913139802;0.6357168867490587;0.8605507231816821;0.7323574803021615;0.8481442372281703;0.7799689468337081;0.4448783743635135;0.11991753076392775;0.8462041382164861;0.5258698281812351;0.3419048496169229;0.33577149940816153;0.5143134358273745;0.7172013127595609;0.29045708969311557;0.36206254316452713;0.056703122538826256;0.05335915780524991
0.29522281492195523;0.6504846314549999;0.49852696695006726;0.9112461893280945;0.44561355415343307;0.9061683400430554;0.24157419720301843;0.7582125345576023;0.6922539275219837;0.6158020999637442;0.7698198075331317;0.4462140433467471;0.0753318218488398;0.8813070758770214;0.4606639232360513;0.16607976232235966;0.6309455122760126;0.05534321401796016;0.695599119579245;0.5139169289192059;0.11744588175663506;0.35137362672739125;0.8251924837300122;0.34395414664094537;0.4837708418839335;0.6672862447162029;0.787747217558742;0.3494495928333212;0.6552342190239984;0.45764481661248413;0.52821649680343;0.22417925248793813;0.4214732021192653;0.4704011625650176;0.3004544616488719;0.13753791487319;0.6352261392900013;0.4361946151103334;0.27221519687474927;0.9795499914700461;0.41619870390946867;0.3797648381421944;0.8476830678024404;0.03627846834503301;0.333759928186935;0.6987167739002583;0.9022822449320617;0.10056795799751295;0.189053150222941;0.35566447076868624
0.7317006635644997;0.7227909922311586;0.4058384799200975;0.6656831655916876;0.9279382819268589;0.4330192830145946;0.359831934983577;0.3850361370287133;0.43061679689990195;0.7589331742260784;0.22051466743160442;0.9126739786498161;0.3595125812163654;0.9343443974580906;0.0723625041790037;0.20669227695110504;0.4090124961917404;0.9882737506449779;0.07269636351319564;0.5569068805842815;0.7372037099717293;0.9589623206906688;0.5100651753523437;0.8111088579460689;0.6308701530085554;0.4278400724971023;0.3892842109060928;0.6685625677738959;0.9444653681003392;0.4206034858393267;0.4714774213576416;0.11693529803696578;0.3574305148301391;0.05239951703239554;0.169409453379898;0.5629588806747159;0.6917590320118251;0.5842514205015785;0.8372434935068267;0.02228193566727199;0.10994882209973311;0.0006849979358457547;0.10513128726590293;0.40776419666749997;0.7203284175807741;0.844027293142033;0.1070083396538799;0.9740545889258581;0.5700131020054332;0.20429834306877748
0.6143030378450993;0.2428545662415995;0.2262953074701255;0.39164751148483923;0.9035343437696529;0.4050754032677031;0.6662815734864367;0.8921269257014505;0.4352375524689407;0.9507426352679269;0.32182726663084726;0.8092206258265061;0.5496323822992817;0.1321932631331163;0.9387460971139384;0.25883241987549577;0.6673661370652529;0.4798210550253915;0.524574589479012;0.3464180694168597;0.751183523246507;0.47541327342368733;0.3575819293396897;0.30457010958274644;0.2700752272887247;0.5832072445964316;0.44053503077314904;0.5805085876843892;0.6210765943764031;0.686069133403771;0.2625997318562794;0.9870380253330104;0.7446866316621621;0.11296193305472646;0.8011035314451704;0.030847978654603314;0.9930067550247864;0.5444753614041997;0.6082447548680354;0.30589605678345433;0.04651584696526356;0.185909228192766;0.14491066589597745;0.14503368187973964;0.1608608865738218;0.455881090508347;0.8664972062864831;0.8167535233164542;0.03133313049687969;0.900569530668734
0.6388378066464827;0.9586682036983329;0.05408934593126513;0.18676512288888547;0.2510200821289764;0.7550825225036417;0.13176359019940365;0.7809710057149859;0.9693453062011075;0.024138759911580432;0.11026603273364555;0.20223092207995708;0.8649606147279293;0.4233625059184004;0.8673943398379123;0.3746827321455266;0.1600987298138905;0.24663322866030013;0.933652383321715;0.17442563157320534;0.6595401118187808;0.7318702083464228;0.43879175130639825;0.4457641040340967;0.5064144148525386;0.17341884991053313;0.566246083137097;0.17393599327282572;0.9564829030507049;0.35751854392349425;0.2388874692993077;0.9513639727725997;0.6899349513538465;0.5574153863742257;0.018592271922950432;0.3248006897971676;0.9600199101352067;0.39066352717649533;0.7438838879978407;0.7226678558433003;0.41314566115241835;0.5941680099154404;0.198942242526866;0.4590871515903018;0.3464543888251769;0.36755238464196294;0.30447808396699083;0.5173004748514641;0.3953393972681679;0.798931031142046
0.19957707856484164;0.837556695436802;0.2768602907831288;0.0594807830235774;0.10888479199277235;0.1982970585240973;0.8671479205712528;0.03943739478005259;0.0070037549249891695;0.41319516604285145;0.8800181742624286;0.36314763215079104;0.5027865225857369;0.7436495417903161;0.9895011022627941;0.8184671943677124;0.5262568782925385;0.3563280880730315;0.8487160633107023;0.03823936383751869;0.4747099625825476;0.008641725690699431;0.1789324912901663;0.9025444781642049;0.9392681813067563;0.8672219023210641;0.9094723689309532;0.44905071801549157;0.5224388936376151;0.07011924320240936;0.1603029244888573;0.47425749886758783;0.35726568459199226;0.8344990301874453;0.7269087703178535;0.11201880689662302;0.3711907497364981;0.47058025415387306;0.07830930997799401;0.3354538472331716;0.3339862560570209;0.730222098471236;0.778388551040978;0.742012760778705;0.2098476910896716;0.1569278871652514;0.5729301856610398;0.16694842475041072;0.2144066250929465;0.6081114296480103
