x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70
0.01500779140597508;0.2723740817279173;0.4337362993810876;0.4867710231000829;0.8660653752410784;0.2663690600865023;0.5834143897031302;0.7575170662728156;0.3471729126705536;0.1385684254824625;0.30543536560656936;0.027240129942708524;0.044045121911594154;0.3121654345803495;0.08472718450746675;0.8856420256537062;0.5600735558332005;0.45003492038307524;0.8916046619860242;0.22890120833992011;0.7272689720226406;0.5053086430022871;0.5497666416722099;0.9612204548868711;0.5127616308879862;0.1252774805531931;0.5468822091230197;0.4160014097657738;0.15601825639499922;0.34331629935396857;0.19274900850893917;0.9313650004660214;0.4481172334804777;0.5626416463783062;0.19181451819342654;0.16050880968370485;0.3785799362429677;0.6776229890812072;0.6177966385351312;0.519195790654213;0.21998809281411968;0.6935535777297621;0.22561154159202823;0.5455172088670807;0.010366051478566285;0.4050174602600245;0.5282870366382237;0.008015188803452755;0.43585001486933983;0.489148458733747;0.05255720636960182;0.221913263256878;0.4406552285556071;0.5656983590897322;0.46155170097407283;0.985813843779544;0.565864594823809;0.2792515365187457;0.33819950021100087;0.21326030186464706;0.9899153313317695;0.5515776917504843;0.8399736904061386;0.612749123851461;0.5903851495872621;0.345884190223237;0.1763878205719751;0.9070326497026632;0.7477890442371099;0.35385331209917237
0.8131458482301593;0.4105357009533378;0.26027633299917796;0.2987357718366582;0.5547712963404724;0.33249886625449576;0.3891126721792362;0.6532360276723183;0.9562788250623332;0.5813999501256093;0.3408598673170491;0.697599970040286;0.5163388773900189;0.8822912080977808;0.5593546281660331;0.8464912519230016;0.9107671274819099;0.92756807645293;0.6615347916881954;0.7504451552590718;0.972302003802883;0.34303835848238196;0.04803904425320327;0.2982798527688597;0.5479092392456855;0.5686650468142503;0.9217678221508482;0.6448416646183213;0.23354923566513996;0.31543357790493554;0.1446610565890123;0.6339301987637533;0.6732433164513054;0.5425133303526921;0.20493334780103345;0.14214717908553354;0.45034007119008823;0.7067624140420338;0.490492965195759;0.8494387071988809;0.511942741549436;0.31521857615891247;0.1807142208287158;0.19250550040406034;0.5493688452589985;0.2440713765922129;0.9506105732272082;0.23217517963061596;0.882091294349555;0.05055763446557715;0.5294168373913825;0.6656489171293105;0.3006635037453832;0.3544345524130006;0.2679349763871359;0.9269002942143079;0.03857944221300935;0.13577112608820752;0.47986586816622456;0.7984726600908426;0.7403722822811597;0.6953030279257391;0.9266336169157189;0.5887098421527633;0.17827705604823096;0.9591930237909614;0.6773379805440839;0.7347498922620541;0.8418471892462057;0.7639359058142253
0.11254642471095411;0.7855859510732683;0.23149822591878189;0.7528841621067633;0.10697960521034322;0.38648755057376916;0.6196800018656455;0.37042327637148376;0.6329208951082179;0.5192094276433261;0.784767151475117;0.9332140137325005;0.8253456310960782;0.05525900576694076;0.03770713155879235;0.5787286070043856;0.45067590157268544;0.2128511419409671;0.06820737743867888;0.982080677454461;0.833412365511055;0.44663499450125066;0.08759361384913844;0.16093561993051797;0.9653197933028528;0.8345807434028394;0.6925708329386011;0.8052500877392105;0.4960965085839564;0.6530248403945919;0.8280184102215594;0.9523569829695712;0.4402948608402004;0.7350637461604375;0.9719675227376315;0.09823461812338607;0.9682363549696636;0.7841948136737859;0.5685645172246637;0.24535441671249747;0.5188990269550303;0.8849220121697845;0.2348612500221945;0.9995537673463306;0.231301679630736;0.5628173040783602;0.9410006877913772;0.2533421477809503;0.12511630958496334;0.09738789459049768;0.7748624058506313;0.5217316337729652;0.17172938894962053;0.1983560330033114;0.45409518624260614;0.23546820451491668;0.19290352343184158;0.2297965169746785;0.2838494483793709;0.3484126912203471;0.03302685994754084;0.5870532112109533;0.026998605296106093;0.2058561436556856;0.11149347507611163;0.13489205503777413;0.13930260126106642;0.6916168617621012;0.7226962757352833;0.09857296284201578
0.08918895188879616;0.8265217960351167;0.11321659654476268;0.9320840660666734;0.5124966423227202;0.19445726532721141;0.4219580196385201;0.9031446206608171;0.11494026920889888;0.17025662806900654;0.1685949113530384;0.38904795709926643;0.3164813800674128;0.5835713164256533;0.7864019149872039;0.19062445431749575;0.06193777054206051;0.10127706895431654;0.6943070643429339;0.30317534323803985;0.6579092603261733;0.34419793450641967;0.3426910041126393;0.07969250317732401;0.02207768278952016;0.8619258686052723;0.4449554697028104;0.8510176104109525;0.5017455296147033;0.14519509259602248;0.1814181377050772;0.07030700509568477;0.8269556994428193;0.2750512157818701;0.19403805779646421;0.6119398119105235;0.8109590538811313;0.33510652661594886;0.9864429314436189;0.5360357229327641;0.8730763372788284;0.054925410353958926;0.8167638931392053;0.7394949284594472;0.29805289912126276;0.7724540278281933;0.09497469240418188;0.864629654073615;0.09453520133185345;0.25630939661936225;0.4508471081485269;0.6499996016977191;0.8534460527213795;0.04686873974574479;0.49170958595849723;0.2238004842074801;0.8638791707615658;0.990439627452272;0.038298271718322785;0.14006407047064662;0.5724157518533134;0.7589031414265505;0.86488353315329;0.7991074419436208;0.3030966462355388;0.8519281162695114;0.23093677934384937;0.23501265306060837;0.4602954124159043;0.999422838696388
0.9921859620058407;0.5135245693515846;0.6950681225047829;0.02565014518244557;0.7658674299129637;0.7617409374006171;0.9455396240923478;0.7792085132752835;0.07387768844538123;0.20146636384197536;0.5521638797231646;0.2494011499758816;0.9541425594720584;0.40415975342643773;0.9499946116470926;0.020711604077440993;0.7781342519502275;0.8953285498953675;0.23501134647180044;0.8572305220561552;0.16193947741950754;0.050798596424742715;0.7217162249345411;0.1651870630500779;0.4666207756637015;0.8028381544304948;0.777944940894688;0.46162820938096394;0.9733904865871805;0.7635074184811661;0.8610274475567365;0.21812158288578387;0.2854340020012629;0.15695122291918684;0.21104862242428368;0.962115976981729;0.9694664192714694;0.3985276453135367;0.9613588657871566;0.9469293558329938;0.7156524078072836;0.9110408631532948;0.8028104072575555;0.6057427841344712;0.8664417411726625;0.31596406767191565;0.19990566253373188;0.5093013299801462;0.2989157155086458;0.7056577327909984;0.2574423236367285;0.4836165655637905;0.9574437092588122;0.15699694267466813;0.7094978170148531;0.528169077850064;0.9403381175284528;0.05433119433251821;0.9393567925672038;0.6680167327965437;0.5322015571575662;0.054774789373796984;0.5204989632493922;0.6504145194473644;0.7153485534953505;0.817027933719913;0.19372600114917005;0.04384365309795768;0.5640494499378121;0.054599390466692266
0.2586782617605481;0.8275049653939902;0.0802902177982755;0.3655165320870495;0.7096772163371187;0.31331014705547244;0.145612455872843;0.6078301534025403;0.8605768421483992;0.8847168422537864;0.5526174763980516;0.6597372290455567;0.22865276977297933;0.3196525684736867;0.8508420399305792;0.20089999785010826;0.1315782068543777;0.03849491575654429;0.20728613550189467;0.756033604258869;0.9767161295296494;0.5609066145785889;0.4781704136566204;0.9303697946068035;0.7702813672079616;0.896102511123668;0.7200541611547976;0.5564128299012316;0.1366136743811197;0.7128771035233135;0.6608508481467829;0.5558964753997301;0.4115352421896775;0.5157918488821993;0.7914648557265831;0.6991752539037392;0.41798885805015995;0.8627408217321015;0.7182166273302606;0.9564726383053421;0.3515100768106977;0.05924030394842206;0.7243909716323365;0.755826822222709;0.07487334495623144;0.720910719247661;0.037909998170691406;0.018309499138037033;0.7650943998202253;0.8129009100165142;0.970208564971319;0.10202911372947365;0.404396958148051;0.7880458140005295;0.6410516252109691;0.7007988953069717;0.33405452238544975;0.1259680668003068;0.2595913292090365;0.7257540481343121;0.32532003649485597;0.17392971036681926;0.5915631304443904;0.8310618325224925;0.818334510497777;0.6769798868804217;0.8888004873030643;0.7405094955678049;0.17623637571818052;0.06594813397362931
0.44050173733719045;0.3725479405335673;0.7465350039975145;0.10906890236566591;0.26949037060992387;0.8919566438936465;0.6097037441413755;0.3173332064588167;0.9683168803706871;0.8381753063969796;0.26849792615908685;0.8719069541592707;0.08611092589172953;0.7388862991539056;0.7715366337475139;0.15053166392391082;0.3462294889894656;0.19274349224303955;0.2090897659469414;0.9858406860753787;0.9306829065156145;0.32794560959092933;0.7666262740255129;0.529547873090854;0.8468040615562753;0.3763462493915092;0.8350801335257619;0.4564197156977441;0.17493303105231783;0.02280496771178986;0.4609165074303495;0.8090774488071155;0.9113046637458628;0.8181320097095789;0.4605651101939925;0.6834468845028331;0.9228452173503645;0.9047189594871707;0.1299321867513349;0.23672615001138275;0.6822696227305298;0.22738773880046959;0.21925784595770859;0.7163308694038493;0.6209662870769342;0.8778737655084177;0.3506094730939482;0.2320524006116763;0.9920140563956844;0.7836682758924352;0.45891340545493886;0.20295730014127644;0.664039575658139;0.11043650792919091;0.4520371980457917;0.3166904400692434;0.09681716075075253;0.2491286047297998;0.25566891049900276;0.7440733205139529;0.7170732762315344;0.46067536065694925;0.6485360069950196;0.5093740194702643;0.7275863343666388;0.6711429541159895;0.7318181462392165;0.2781795867208401;0.6482163812871291;0.5695067410434169
0.9202310433817413;0.7074104238830166;0.8180659024282944;0.04762803340126365;0.8514119802478314;0.72618377601565;0.9416230468275609;0.33450912714405723;0.11396402267432404;0.7108183197155999;0.40208944730849405;0.8896393897168161;0.02453732322592017;0.42943324750362677;0.044297447328459416;0.20455557811161718;0.17277488039957445;0.2753517941054431;0.5822684727702376;0.3294978278795301;0.527067337471288;0.7676726756780529;0.8688173577877807;0.7501221432010606;0.8812926229914968;0.4762417324876089;0.17204228915467024;0.4111551889639826;0.6303589375214792;0.39038280065112707;0.7110425394883862;0.5155405163523306;0.27415889872755195;0.47023265448737606;0.8980420490600155;0.7352128713752222;0.1208412396019739;0.039550727730984225;0.656747683750288;0.8409252272480116;0.7698613559004468;0.8359858013416058;0.022760185608831862;0.12656597015666815;0.10728469359310178;0.3590797743615246;0.22780745687050485;0.7022996763584752;0.486788152227306;0.7537471946193689;0.5713648623308811;0.7939385613169843;0.19054015963888637;0.13345443133748702;0.3846268689281672;0.6848388570480268;0.45302336995068937;0.09475601833731084;0.18932214104123557;0.270513501247468;0.16943703808368038;0.8773138799723363;0.3561379253478042;0.6139905822302199;0.4700537029061883;0.7086152031572647;0.03647208356517262;0.2807752568228208;0.8110710085202669;0.5431305869575216
0.28684972958793764;0.007261950895309566;0.308900326178253;0.31599847293615313;0.4625985178095582;0.8852459590497603;0.8373907103785814;0.9650123746283557;0.15375838576207934;0.9151232621730518;0.0101414295475728;0.2634582486364089;0.5016644802274042;0.8223902619369592;0.18861824301484253;0.4720049340226762;0.7423323101334903;0.11899466669175462;0.7760990418227558;0.20035426178733207;0.1922496957097507;0.29099532918962323;0.24973288135104432;0.19756626930285293;0.951671761863279;0.1401139212891125;0.05165560854271767;0.7269161233626876;0.14976926418485825;0.8253667705305464;0.7456764813717462;0.5012392391707245;0.6211722726053902;0.7740897147614147;0.9346156708316228;0.5589296267919358;0.3147985327149885;0.1144643714940472;0.6389831305311771;0.1879446527047932;0.8813205224765871;0.5172140721834323;0.5430562041692704;0.6421915968659767;0.41122943585176785;0.1826197976926517;0.42241242641671317;0.8814851814967746;0.8337600523029128;0.20807093252256736;0.10690070595678614;0.7271772992443282;0.1449205213095175;0.21272488137058532;0.4373638782573265;0.18417614311517583;0.4916191715478416;0.1363198064357083;0.4658797039893301;0.6723733601542724;0.9209053704093835;0.5115842337405735;0.11251566316536243;0.43297594478872026;0.06999469053094654;0.09509041715046362;0.9740434017113865;0.4516263312263885;0.9491393445548022;0.37816341425188404
0.5560919217862168;0.4889495180570046;0.9305472139274228;0.9509893940621884;0.6576533397551452;0.36787140277001684;0.4351477405052997;0.8053562453140883;0.30521584240329214;0.8532029086485654;0.04767381864220577;0.5769300272908918;0.6316501961866477;0.0492911643365731;0.617772307643241;0.7330626363847705;0.7388017968067615;0.31866169860496274;0.5084269528868804;0.21497929240248848;0.03499304065240627;0.14763663182323672;0.0024286836144564727;0.6300443364383381;0.8347233553874486;0.8126677480413298;0.1310333354093578;0.019490895734551095;0.49009715444323454;0.3121547348438142;0.7938373450093682;0.7823939089438657;0.9478517399525915;0.8407074154264107;0.07103944553287955;0.7155463006272816;0.11278717619932532;0.9210545839819284;0.3811082932761163;0.9963256251312483;0.7262131540344294;0.18069742966417057;0.8191705512134015;0.21809972652354692;0.29780901022690365;0.3996324414903971;0.5981146896060516;0.8873941885766604;0.8853608174024081;0.42194071512093523;0.546686310145144;0.7750917306918294;0.606942301957649;0.2775826076192457;0.5980954252644143;0.1313824932402362;0.8075485172266771;0.5315866688397476;0.07459620690381308;0.5505107589540215;0.8679250667776216;0.47957793286200945;0.8639284186566009;0.9339070335147989;0.8566761235941164;0.9717997033347042;0.7651180316878587;0.4977338285279207;0.6044391452308732;0.7655466754903281
