x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20
0.49950738179987275;0.6180344260533562;0.1836192614879849;0.4576991330256386;0.13467525388715307;0.2962656062784036;0.28322550579353123;0.2029471852014213;0.07230514563918589;0.006141412200623919;0.6066366552555307;0.43925429914613645;0.6620480624486301;0.3434729197014035;0.3517656039085816;0.21704879075253047;0.9717054576677583;0.9086138132732033;0.3432708098000661;0.9636743103285441
0.5868847877504515;0.7065687633847844;0.32389571416264373;0.4284473002355784;0.7238683536306922;0.5968107907379547;0.2784965761429472;0.5484060499773087;0.9926108512038128;0.3801741040489871;0.059625263584325294;0.05089191475407495;0.6587182003768525;0.6918151316017465;0.1682177644705185;0.13734628071214972;0.8709636336450345;0.6095508874953762;0.4647331605040992;0.5620058462840763
0.21678846988873646;0.5676887456922192;0.40875695216086805;0.2600442727370669;0.4939617465058481;0.724134369444664;0.06270091894144325;0.25559071415543566;0.2668687504101328;0.8904076655591873;0.9805611791102986;0.3364706507252585;0.14946015072121654;0.586552821190133;0.2163374633592534;0.5828588148023206;0.195435661275418;0.9372200691410766;0.6384250107778431;0.7948760313762843
0.9039399889380101;0.9066522603093529;0.7954810221574453;0.41696734391673385;0.07207243982486455;0.8941847722686713;0.10117427552281255;0.840875847682931;0.1621840922419151;0.5133965022438958;0.7094018498285172;0.17053970433264354;0.4892504609537379;0.262736991640778;0.004902229319202478;0.91316681699328;0.6045004418143879;0.3906749832727441;0.32156136033905003;0.12276827141393809
0.5311064120114474;0.20314607193224743;0.21867409522016346;0.27267172799375583;0.11651978329904866;0.6235825378926214;0.9748162800274642;0.3243154626800697;0.6545053799046997;0.7258926099756968;0.8074794879555512;0.28312454405941834;0.019947947065501515;0.0326338399011179;0.6424010597765458;0.028373676676918924;0.1576027441241622;0.9675333428428773;0.27682287090008384;0.1891712789956329
0.37442281541701217;0.42256306440505564;0.27154570850976234;0.7656124683890255;0.18706048426556576;0.3432282052306084;0.5357556340674886;0.2433633285382688;0.7794426372855878;0.13316915156237785;0.6620315139207235;0.8560722369782168;0.060490023560040185;0.32900646050750926;0.13113230971931056;0.5666578336070104;0.6798482585007196;0.839017263407079;0.47212631068351196;0.7210114938884836
0.21472190769131738;0.8180739623913186;0.2852498884225323;0.007265390964900309;0.4942246182023009;0.052599418031710976;0.172561634797184;0.6749223088523926;0.8427445828006;0.6995158941472149;0.44890883952233995;0.3333940321228367;0.8585720945532387;0.9606528711491322;0.2797130172849597;0.607560003094505;0.9998688341751205;0.9433627903950039;0.987113961586083;0.2083738583659508
0.8213110270675317;0.7426606094230109;0.7298258081090138;0.4449201868669722;0.26844583179381654;0.19680734114503406;0.6365024714730125;0.2293797436275583;0.9022917407723489;0.06409110893506365;0.35326859881709205;0.7919332432089446;0.1944949234622263;0.3878385287773969;0.5000142652907129;0.33836009597379724;0.9828499123890252;0.6272776193062362;0.8542381670621053;0.7216743973450355
0.7033158130682908;0.49662039835290694;0.35507120619298604;0.6437926905603756;0.28666352295394004;0.8040083419636275;0.569819599783432;0.8609597907513548;0.19013657731359557;0.33365972988627735;0.4993075435746669;0.6207044943856767;0.15142703689525439;0.4515510696552114;0.9966687873902879;0.3028733979497973;0.784383094544663;0.6797156939798139;0.6572124072811844;0.741512310597014
0.7337669614265411;0.713940805993939;0.8002688479228969;0.5630926666775941;0.8881324294585878;0.30580734036405466;0.1302263989817538;0.7375337009652307;0.08793850301491046;0.8067601007991084;0.2200556968728684;0.25321732812065134;0.5990835754655431;0.9302541331263767;0.15935388000078077;0.20975400541625566;0.8180451831430218;0.019469801199470282;0.06615301771814264;0.6926648592511664
0.48962275224202756;0.8326917780007186;0.21569036566665512;0.38865655502003404;0.7257223870025046;0.5012668419320484;0.31486523392967847;0.05340399674236829;0.16721171908285626;0.6854180731811326;0.743809920229401;0.5196927293016664;0.7806172625274495;0.5559450647326795;0.9861584632234647;0.8161847476542972;0.06100474812064993;0.13700483752999937;0.4227269506996373;0.045292503005732954
