ALPA4.SA;AZUL4.SA;CBAV3.SA;ELET3.SA
14.329999923706055;10.300000190734863;10.899999618530273;40.59000015258789
13.399999618530273;10.15999984741211;10.479999542236328;39.83000183105469
13.489999771118164;10.5600004196167;10.609999656677246;40.900001525878906
13.859999656677246;11.550000190734863;10.850000381469727;40.97999954223633
13.869999885559082;11.84000015258789;11.100000381469727;41.0
14.220000267028809;12.0;11.630000114440918;41.29999923706055
14.779999732971191;12.34000015258789;11.899999618530273;40.900001525878906
15.130000114440918;12.350000381469727;11.899999618530273;42.75
14.510000228881836;12.319999694824219;12.010000228881836;42.369998931884766
13.619999885559082;11.65999984741211;12.029999732971191;41.58000183105469
13.5;11.25;12.279999732971191;40.81999969482422
13.850000381469727;11.270000457763672;12.40999984741211;41.560001373291016
13.920000076293945;11.510000228881836;13.079999923706055;41.70000076293945
13.720000267028809;11.479999542236328;13.109999656677246;41.70000076293945
12.90999984741211;11.25;13.25;40.97999954223633
13.0600004196167;11.380000114440918;13.0;40.880001068115234
13.039999961853027;11.739999771118164;12.649999618530273;41.63999938964844
13.5;11.989999771118164;12.569999694824219;42.68000030517578
13.239999771118164;12.039999961853027;12.9399995803833;42.68000030517578
12.979999542236328;11.760000228881836;12.529999732971191;41.29999923706055
13.25;11.579999923706055;12.380000114440918;40.70000076293945
13.609999656677246;11.850000381469727;12.699999809265137;40.650001525878906
13.640000343322754;11.609999656677246;12.5;39.81999969482422
13.4399995803833;12.4399995803833;11.760000228881836;39.0
12.699999809265137;11.420000076293945;11.430000305175781;38.0
12.399999618530273;11.420000076293945;11.270000457763672;38.209999084472656
12.15999984741211;11.0600004196167;11.279999732971191;36.869998931884766
12.449999809265137;10.800000190734863;11.050000190734863;37.279998779296875
11.779999732971191;9.520000457763672;10.989999771118164;36.459999084472656
9.579999923706055;8.8100004196167;10.930000305175781;37.029998779296875
9.850000381469727;8.430000305175781;10.789999961853027;36.63999938964844
9.699999809265137;8.0;10.670000076293945;35.290000915527344
10.039999961853027;8.40999984741211;10.75;35.849998474121094
10.020000457763672;8.029999732971191;10.90999984741211;35.970001220703125
10.229999542236328;7.789999961853027;10.789999961853027;35.900001525878906
9.829999923706055;7.349999904632568;10.850000381469727;34.779998779296875
9.90999984741211;7.260000228881836;10.579999923706055;34.66999816894531
9.4399995803833;7.619999885559082;10.399999618530273;34.5099983215332
9.699999809265137;7.400000095367432;10.40999984741211;34.61000061035156
9.430000305175781;7.130000114440918;10.420000076293945;34.31999969482422
9.119999885559082;6.889999866485596;10.6899995803833;33.52000045776367
9.329999923706055;6.789999961853027;10.75;33.16999816894531
9.15999984741211;7.239999771118164;10.779999732971191;32.7599983215332
9.359999656677246;9.989999771118164;10.279999732971191;33.0
9.3100004196167;12.0;10.109999656677246;32.279998779296875
9.970000267028809;11.979999542236328;10.020000457763672;33.06999969482422
9.729999542236328;14.25;9.75;32.08000183105469
9.630000114440918;12.640000343322754;9.140000343322754;31.81999969482422
9.859999656677246;12.380000114440918;8.539999961853027;31.889999389648438
9.470000267028809;12.729999542236328;8.109999656677246;32.279998779296875
9.300000190734863;12.920000076293945;7.349999904632568;33.86000061035156
9.229999542236328;13.359999656677246;7.380000114440918;33.70000076293945
9.050000190734863;12.979999542236328;6.940000057220459;32.25
8.420000076293945;12.800000190734863;6.96999979019165;31.940000534057617
8.710000038146973;12.9399995803833;6.920000076293945;30.829999923706055
8.239999771118164;12.279999732971191;6.929999828338623;30.729999542236328
7.849999904632568;11.1899995803833;6.710000038146973;30.530000686645508
8.149999618530273;11.680000305175781;6.769999980926514;30.989999771118164
8.119999885559082;11.34000015258789;6.699999809265137;31.899999618530273
8.3100004196167;11.760000228881836;7.239999771118164;33.4900016784668
8.220000267028809;11.680000305175781;7.420000076293945;33.189998626708984
8.40999984741211;12.119999885559082;7.599999904632568;33.900001525878906
8.149999618530273;12.029999732971191;7.579999923706055;33.279998779296875
7.880000114440918;11.529999732971191;7.440000057220459;32.79999923706055
7.909999847412109;11.210000038146973;6.210000038146973;33.34000015258789
7.139999866485596;10.800000190734863;5.909999847412109;32.84000015258789
7.5;10.760000228881836;6.0;32.720001220703125
7.820000171661377;10.789999961853027;5.989999771118164;33.29999923706055
8.229999542236328;12.279999732971191;6.320000171661377;34.25
8.170000076293945;12.149999618530273;6.230000019073486;35.13999938964844
8.0;11.970000267028809;6.21999979019165;35.130001068115234
7.590000152587891;11.569999694824219;6.03000020980835;34.95000076293945
7.460000038146973;11.390000343322754;5.980000019073486;33.63999938964844
7.239999771118164;11.119999885559082;5.989999771118164;34.439998626708984
7.03000020980835;10.699999809265137;5.829999923706055;33.720001220703125
7.150000095367432;10.720000267028809;5.800000190734863;33.7599983215332
7.099999904632568;10.619999885559082;5.53000020980835;34.380001068115234
7.039999961853027;10.3100004196167;5.28000020980835;34.220001220703125
7.019999980926514;9.880000114440918;5.099999904632568;34.02000045776367
7.050000190734863;10.199999809265137;5.269999980926514;34.13999938964844
7.409999847412109;10.859999656677246;5.28000020980835;33.849998474121094
7.289999961853027;10.770000457763672;5.0;33.529998779296875
7.360000133514404;11.300000190734863;5.039999961853027;33.130001068115234
7.679999828338623;11.329999923706055;4.900000095367432;33.72999954223633
8.600000381469727;11.630000114440918;5.380000114440918;33.959999084472656
9.239999771118164;11.720000267028809;5.320000171661377;33.380001068115234
9.149999618530273;11.770000457763672;5.0;34.7599983215332
9.329999923706055;12.289999961853027;4.949999809265137;35.91999816894531
9.010000228881836;12.970000267028809;4.880000114440918;36.060001373291016
8.850000381469727;12.859999656677246;4.909999847412109;35.29999923706055
8.84000015258789;12.760000228881836;5.099999904632568;35.59000015258789
8.699999809265137;12.359999656677246;4.920000076293945;35.220001220703125
8.779999732971191;14.199999809265137;5.360000133514404;34.66999816894531
8.880000114440918;14.5;5.400000095367432;34.2599983215332
8.960000038146973;14.079999923706055;5.53000020980835;35.31999969482422
10.520000457763672;15.399999618530273;5.650000095367432;35.79999923706055
10.25;14.930000305175781;5.309999942779541;35.83000183105469
10.25;14.6899995803833;5.190000057220459;35.08000183105469
10.399999618530273;15.600000381469727;5.269999980926514;36.08000183105469
10.390000343322754;16.030000686645508;5.420000076293945;35.5
10.40999984741211;16.299999237060547;5.53000020980835;34.779998779296875
10.460000038146973;16.049999237060547;5.380000114440918;34.83000183105469
10.4399995803833;16.850000381469727;5.199999809265137;35.29999923706055
10.649999618530273;17.850000381469727;5.21999979019165;35.599998474121094
10.649999618530273;18.350000381469727;5.550000190734863;36.34000015258789
10.729999542236328;18.280000686645508;5.510000228881836;36.439998626708984
10.899999618530273;20.200000762939453;5.630000114440918;38.189998626708984
11.029999732971191;19.489999771118164;5.610000133514404;38.02000045776367
10.9399995803833;19.610000610351562;5.710000038146973;38.54999923706055
10.960000038146973;19.209999084472656;5.820000171661377;39.11000061035156
10.420000076293945;18.360000610351562;5.739999771118164;38.439998626708984
10.960000038146973;19.950000762939453;6.0;39.470001220703125
11.300000190734863;20.049999237060547;5.849999904632568;39.7599983215332
11.149999618530273;20.610000610351562;5.630000114440918;38.97999954223633
10.920000076293945;21.420000076293945;5.75;39.400001525878906
10.779999732971191;21.59000015258789;5.53000020980835;39.38999938964844
11.09000015258789;21.760000228881836;5.170000076293945;39.599998474121094
10.430000305175781;21.190000534057617;5.199999809265137;39.130001068115234
10.289999961853027;21.239999771118164;5.210000038146973;40.08000183105469
9.920000076293945;20.670000076293945;5.25;39.04999923706055
9.149999618530273;20.940000534057617;5.190000057220459;38.5099983215332
9.130000114440918;21.350000381469727;5.019999980926514;38.43000030517578
9.260000228881836;21.34000015258789;5.019999980926514;38.709999084472656
9.300000190734863;21.860000610351562;5.039999961853027;39.75
9.300000190734863;21.350000381469727;5.070000171661377;40.0
9.329999923706055;21.1299991607666;5.300000190734863;39.38999938964844
9.420000076293945;20.469999313354492;5.079999923706055;39.9900016784668
9.119999885559082;19.139999389648438;5.070000171661377;38.9900016784668
9.199999809265137;19.31999969482422;5.21999979019165;39.52000045776367
8.960000038146973;19.920000076293945;5.190000057220459;39.279998779296875
8.930000305175781;19.399999618530273;5.190000057220459;38.72999954223633
8.859999656677246;18.56999969482422;5.03000020980835;38.22999954223633
8.760000228881836;18.110000610351562;5.150000095367432;39.0
8.699999809265137;16.969999313354492;4.650000095367432;38.099998474121094
8.90999984741211;17.329999923706055;4.730000019073486;38.27000045776367
9.270000457763672;17.219999313354492;4.53000020980835;37.9900016784668
8.5600004196167;17.229999542236328;4.610000133514404;37.810001373291016
8.489999771118164;17.0;4.630000114440918;37.83000183105469
8.8100004196167;18.5;4.71999979019165;38.91999816894531
9.029999732971191;18.799999237060547;4.75;38.869998931884766
9.359999656677246;18.459999084472656;5.019999980926514;38.77000045776367
9.5;18.43000030517578;5.099999904632568;39.56999969482422
9.539999961853027;17.68000030517578;5.0;38.220001220703125
9.520000457763672;17.559999465942383;4.980000019073486;38.02000045776367
9.630000114440918;17.700000762939453;5.300000190734863;38.650001525878906
9.5;17.709999084472656;5.289999961853027;38.209999084472656
9.510000228881836;17.420000076293945;5.119999885559082;38.41999816894531
9.010000228881836;17.170000076293945;5.170000076293945;36.439998626708984
9.09000015258789;17.219999313354492;5.170000076293945;36.40999984741211
9.149999618530273;17.25;5.099999904632568;36.2599983215332
9.449999809265137;17.530000686645508;4.989999771118164;36.970001220703125
9.5;16.59000015258789;5.0;37.130001068115234
9.670000076293945;18.219999313354492;5.010000228881836;37.2599983215332
9.9399995803833;17.049999237060547;4.900000095367432;36.849998474121094
10.09000015258789;16.969999313354492;4.809999942779541;36.400001525878906
10.039999961853027;15.850000381469727;4.619999885559082;35.150001525878906
9.539999961853027;15.630000114440918;4.5;33.900001525878906
9.380000114440918;15.319999694824219;4.28000020980835;34.630001068115234
9.34000015258789;15.90999984741211;4.239999771118164;34.650001525878906
9.100000381469727;15.6899995803833;4.150000095367432;33.869998931884766
9.149999618530273;16.010000228881836;4.159999847412109;34.20000076293945
9.670000076293945;16.200000762939453;4.239999771118164;36.70000076293945
9.890000343322754;15.34000015258789;4.119999885559082;37.209999084472656
9.869999885559082;14.979999542236328;4.090000152587891;36.45000076293945
9.550000190734863;14.869999885559082;4.110000133514404;36.63999938964844
9.470000267028809;15.010000228881836;4.269999980926514;36.709999084472656
9.0;15.039999961853027;4.25;36.34000015258789
8.40999984741211;14.489999771118164;4.28000020980835;35.2599983215332
8.829999923706055;14.930000305175781;4.519999980926514;35.38999938964844
