x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60
0.04607163070106557;0.19901227487755968;0.5909010269873417;0.02683085886140324;0.46240887290305355;0.47984062654733894;0.36293919333547564;0.536798072822187;0.5577199460804848;0.780779170202123;0.519344787759733;0.7425588166130758;0.6408692323329099;0.9840064075829869;0.05070965807407657;0.8031576314079232;0.8320920136632907;0.514283533074698;0.27515679434094187;0.009217318491626547;0.7325295768186684;0.5520659070670445;0.24274394014736012;0.25132117943773435;0.5952898299569445;0.6939885573554588;0.8090586916649346;0.12707051000196146;0.223973061376468;0.8608197625735948;0.6458670334237483;0.4621468330413736;0.38894393716965325;0.7756111867550811;0.6369703558038021;0.4492145530154604;0.5858188355087157;0.8721355266298952;0.38961818886575084;0.8153634273431267;0.7923648671758734;0.8344271312260555;0.6241740148895152;0.2326106806732562;0.23598278265433692;0.17151155083390934;0.9214287663783027;0.4417263893547324;0.997367712007966;0.820006956983613;0.42169479282714106;0.0846647322098717;0.11435869622863315;0.5080217578160517;0.40955588075534355;0.6479434714968115;0.8924474029064916;0.8119643660275512;0.9657896542753299;0.7314508360889864
0.46247919786003133;0.9521952791102839;0.6556587896550037;0.5647909589899544;0.4854373914700184;0.22767691758806596;0.12201470072072773;0.06696077125047961;0.5914619705779969;0.43727284093452345;0.2267101446842218;0.9000997267507708;0.5304500246680866;0.564975809770919;0.5797886013404253;0.25027366811454965;0.23651046197047432;0.08358575040184035;0.6593849781322128;0.3456422444504995;0.05642185700268709;0.6057441263058522;0.30751604587790926;0.8716753666454893;0.7121064925856242;0.680053942712211;0.551206269191902;0.09545946452741894;0.33328119733621553;0.059118771625355615;0.8569939068560631;0.4706391261744599;0.988150588212624;0.4666779297369562;0.9691477920036363;0.6858105640174544;0.8273912240064347;0.14613572980112555;0.21050210974730565;0.42555478176912986;0.1058142067086385;0.1276063670797969;0.05359821868448966;0.5758018371684209;0.6594344532737086;0.6832571710027555;0.10605654183695612;0.26705707338950724;0.8481271480021065;0.7977973249753161;0.4021602940534156;0.8563001462174485;0.8246495587314447;0.9937742527546152;0.610356916015033;0.08702560186187902;0.14838088298171492;0.4944035618923136;0.9122043077753617;0.7600674400683343
0.5321455508784326;0.38662298146999674;0.6298379006583074;0.22035289422786997;0.5380443893020511;0.42536384685411854;0.6089299278851004;0.06194935634730436;0.9729055688991504;0.07324043134027836;0.5620572357574471;0.9901640971191263;0.3600368327345519;0.6129001592456632;0.4468655656692361;0.45149133153919885;0.27110077038915403;0.6654927730697987;0.567444797303338;0.7987330759022719;0.2863970219245455;0.9999000495371166;0.46173048766440516;0.9621720769004513;0.47792563669424026;0.15163885365696317;0.7239282803439855;0.7045510022217116;0.0786780298032419;0.49869965173646125;0.02332437983400637;0.137024360517226;0.580600878913517;0.9521326644611451;0.6469885476597966;0.36066478079297914;0.24920651085857792;0.24930503212688304;0.2810153152663516;0.06572794704668605;0.6033594613891494;0.04255800578013691;0.7348970441633254;0.16243486435279864;0.9105973848980752;0.36081648403660316;0.090416055635265;0.10587553826520979;0.1712276225861885;0.4891659439641769;0.23311884098607472;0.3038713994536236;0.6972697710751122;0.4109347543076083;0.3678405492530926;0.2643799115811801;0.15109567454451311;0.2869253083852682;0.5685982516932382;0.6420702979841572
0.6778746915538473;0.8951806329597654;0.45097120753297126;0.8900202204526744;0.7462501382376413;0.8783865053569322;0.6243666847030664;0.7215850366832606;0.07942912307380912;0.14284506277232434;0.2065327931788299;0.3792821231021223;0.7219335013656558;0.8894073548299323;0.8101993413193249;0.8294102505219759;0.2382075377071876;0.03695660065441775;0.03783018137157679;0.594250177778281;0.05290333189731922;0.4391161637390941;0.18084838046386909;0.7554495143189717;0.6066347756701096;0.6736986601945455;0.5752384492781631;0.572316333608039;0.4410171077898958;0.26212832844099776;0.9123450488924578;0.6688860580592422;0.8792511226129472;0.04273957841761733;0.980808899414357;0.029482393306299648;0.6756683034630451;0.4908193350901985;0.4955691795578533;0.4555433636756169;0.5615849299428736;0.5433849554876917;0.3812214647916864;0.36545963221259625;0.005034633750038542;0.31275974318474686;0.3382609747720243;0.2622143352025217;0.03761412398693298;0.11079321517682872;0.6158392828024138;0.8989516316514758;0.34301720344146913;0.2726590561760177;0.7574061040385437;0.5217317223709195;0.8475466374948255;0.17089438155441095;0.7904231682914762;0.8295074204537869
0.16630254954407464;0.39721403907798125;0.3270700016674686;0.8320620977330424;0.3653616961890235;0.27660099300288243;0.9158786121326672;0.8418156265928234;0.7693756924419299;0.03145091807167699;0.12971693231674497;0.9038386415575247;0.7233858216919656;0.3884312466043235;0.5396212858843098;0.9371943314842676;0.623432386808398;0.6666099408076858;0.22082566296314732;0.32055476039833875;0.05577841842767517;0.9503748635610443;0.1820145677618774;0.5624350078296663;0.8866609957257563;0.2012913538654315;0.9482097077763514;0.776744235071239;0.2986867336372563;0.9899849132659517;0.8432327959155613;0.38149364552192977;0.44441519787908634;0.6699120970470782;0.18050536234051606;0.6131737966792837;0.2861684768758995;0.6476361309594455;0.04446836418357669;0.9964227082294829;0.2513131128961468;0.6366918834639006;0.01099455567324703;0.7819671231911851;0.4817963777874089;0.5942837480233145;0.6757433980288828;0.9750894793378225;0.6814862498086107;0.7214045007596833;0.6238004504864525;0.5536751192462356;0.02478044415627023;0.03051471304485609;0.049519233547992925;0.8942214102340466;0.4166617997987808;0.9960134034737382;0.5186986705342105;0.17355346441669917
0.09130174683654246;0.6187891458277134;0.27576759710024223;0.1243573326357813;0.14500741745417678;0.8644553299283981;0.2744071379835785;0.21634304736686127;0.07244541457716813;0.9314449798571772;0.6672427098908827;0.979102612519677;0.7922572901134347;0.37701390797784795;0.2833012009056225;0.20045934922472186;0.958014997806615;0.8895375898125171;0.2668331571101391;0.9766232712538545;0.3086560567675749;0.966263805860153;0.480747181886941;0.986205548221796;0.9545774312161697;0.8294723782647201;0.03372331045451393;0.6067954406692591;0.8118055371942322;0.6664302592022298;0.8878873529937001;0.3116594545065704;0.9406548753779723;0.9669255701572463;0.2020540993370138;0.5348108576915187;0.22710620133743276;0.5137946293161598;0.047064460272241315;0.3526180297692241;0.3811274646619591;0.07488784628625222;0.7816607677012838;0.2952792960869327;0.15680778168814502;0.3706112513878679;0.36832381423321847;0.9160156644216386;0.27721106609004764;0.36718759432802783;0.21346100238226562;0.7319982390873309;0.5478080344572807;0.6730921656525026;0.3911597513086482;0.7814595815505689;0.037956110785822395;0.4719324771515966;0.8443743137454668;0.09133756390257974
0.992565794886052;0.3235650493439245;0.5626717418115585;0.6200065615527173;0.80611161025735;0.9286869100201494;0.15592796019429234;0.3551134143086019;0.2024124302703143;0.3234719549744146;0.2494493695882556;0.7961776317422399;0.40525698848800207;0.43813429352957145;0.9644027569761644;0.011316837421617376;0.2415210519119062;0.20453364065760493;0.7481329232925155;0.17230528983986992;0.17977804671096087;0.9304169826891177;0.3476316179107187;0.7581060477371522;0.48534175581543326;0.38045077192920884;0.5257256842734723;0.18871317155677003;0.535284163255552;0.2775633223675186;0.7146927274187082;0.06265014565159199;0.8265978653063075;0.8670523937050059;0.12794365746967673;0.8058811881160829;0.9862738043822851;0.9628592553838412;0.6198757617347942;0.4178209592208889;0.66906308959032;0.05298186443403585;0.14101851194970028;0.5131624020641871;0.5683595246577765;0.029282471964993118;0.874664999059468;0.0781672157921387;0.6255578902022542;0.09516905482065918;0.00207875159791171;0.5678648838736088;0.616928221760398;0.31200218354813813;0.6042835056312356;0.7801672145608478;0.05458737757333154;0.9747278573371793;0.28932744089955875;0.1213774552335426
0.48297682617701687;0.2845008473504037;0.14916360058088562;0.39461644181996725;0.6885210401675718;0.5018801088189466;0.8925500299562111;0.885916598677262;0.13322692416818993;0.8993529450886861;0.18854454539890464;0.4090410485988949;0.8060025457971016;0.3256603205486951;0.6146763625590175;0.8127025153379284;0.4884455007091639;0.970656522336396;0.6344759719542321;0.40284322734313194;0.9305993524203671;0.5965731726779858;0.7169078969396012;0.8472101183960855;0.9982007250621456;0.45627966222062943;0.5244447503119168;0.26681318391741593;0.21578754443576442;0.21217353341297274;0.9598508263746494;0.3911228374552923;0.24025575102944785;0.45276219555438224;0.4443396359525208;0.9696656384115094;0.3067224234175836;0.9051287516727152;0.9947078349729808;0.5280989982955736;0.6930541158523793;0.1685235636465242;0.8711434648296159;0.15224045040124823;0.5934368019416142;0.07618566465575671;0.9694431498627374;0.4644773320845209;0.11728359506698749;0.787900927623389;0.4120350537921883;0.9544788898816514;0.99470506256122;0.5177247798092288;0.5549832411004288;0.6984280493210205;0.9831652602784481;0.6715791219800701;0.9852596665161553;0.7720392575757875
0.49429717182155497;0.892154138719333;0.9385141103932152;0.2077924459664896;0.6638472813899822;0.2603665692505859;0.9557830536980253;0.06861179109403259;0.5447242720074809;0.07362296634767773;0.9262190083042384;0.21105418409595056;0.05096787545845416;0.24056982439588426;0.974985938826316;0.028897184477466142;0.8689233344217068;0.9964438230976294;0.7552326518191862;0.886098849141507;0.9387215602100127;0.2560460266805239;0.9097096750500381;0.8678475213808374;0.9342741769948129;0.27048365641910044;0.18845131434879037;0.45491843677406896;0.4832321669995677;0.35222856727439866;0.2024556329743986;0.004372558394788784;0.34203907167104497;0.832099453503071;0.8383026995924897;0.3431661744879756;0.5183951754097742;0.8903450051227215;0.9485696950339798;0.4429038138848237;0.6185498697397047;0.3795053490727899;0.2894761990063973;0.9300339844168642;0.334841936261164;0.7003632374389829;0.5301791896396545;0.6751097027201994;0.03519802735246602;0.36278657580229334;0.2661652846703766;0.2653096536346172;0.6180498939014004;0.9291485211209999;0.8394322820110067;0.42405313256690447;0.957213247051054;0.1217540293074384;0.9142220764309842;0.5990115906876625
0.8925718144301503;0.7253615420075485;0.4933095069976672;0.44126964492580845;0.7071840676942107;0.5001440705009079;0.34532305853266443;0.8100166964300518;0.6660876941301882;0.8120513640056112;0.6733514890393815;0.5270413793590283;0.16958812403598356;0.4128400535238984;0.09470893468593122;0.20424167110364033;0.18419836619739116;0.797585517785678;0.9157541169962067;0.8978918596067018;0.2416784356784778;0.5560910595769637;0.7117891762633979;0.9259401697183942;0.8236431175291014;0.5171921322289148;0.7727432327159952;0.9053397845870754;0.8718572626448817;0.8227824792469189;0.9312926638766644;0.5350932991249742;0.9798459053957139;0.3254180993352701;0.8574382738610934;0.8927253652257012;0.9118997779996275;0.700016962380398;0.5802141913960446;0.3718990987810281;0.8564505683312117;0.8816850669372329;0.007572193555687612;0.09420250240017713;0.05391704939646147;0.5744764802559361;0.9242060293599196;0.6590017509955486;0.0037374397117957425;0.3320127354677598;0.8661588360896841;0.3670663861194108;0.7829295215926213;0.6113313472611854;0.7934212216444121;0.2408557133362822;0.03728022226619654;0.18394981646944875;0.4115465871832479;0.1597527237781846
