SOMA3.SA;CMIN3.SA;BRKM5.SA;BEEF3.SA;ITSA4.SA
9.25;4.039999961853027;23.219999313354492;12.699999809265137;7.928371906280518
8.949999809265137;3.990000009536743;22.459999084472656;12.34000015258789;7.729215145111084
9.369999885559082;3.9800000190734863;22.40999984741211;12.8100004196167;7.795599937438965
9.710000038146973;4.050000190734863;23.09000015258789;13.079999923706055;7.90940523147583
10.119999885559082;4.300000190734863;23.229999542236328;13.270000457763672;8.042177200317383
9.800000190734863;4.260000228881836;23.389999389648438;13.350000381469727;8.099079132080078
10.289999961853027;4.539999961853027;23.049999237060547;13.449999809265137;8.269784927368164
10.199999809265137;4.519999980926514;23.760000228881836;14.489999771118164;8.33617115020752
9.970000267028809;4.53000020980835;23.90999984741211;14.569999694824219;8.250818252563477
9.670000076293945;4.579999923706055;23.3799991607666;15.25;8.184432029724121
9.510000228881836;4.409999847412109;22.520000457763672;15.149999618530273;8.042177200317383
9.670000076293945;4.539999961853027;22.959999084472656;15.220000267028809;8.165465354919434
9.630000114440918;4.739999771118164;22.579999923706055;15.390000343322754;8.231850624084473
9.489999771118164;4.710000038146973;21.950000762939453;15.449999809265137;8.241333961486816
9.510000228881836;4.730000019073486;21.459999084472656;15.510000228881836;8.137014389038086
9.59000015258789;4.909999847412109;21.65999984741211;14.960000038146973;7.966307163238525
9.880000114440918;5.010000228881836;22.889999389648438;14.729999542236328;8.118045806884766
10.130000114440918;5.159999847412109;22.649999618530273;14.869999885559082;8.137014389038086
10.050000190734863;5.21999979019165;22.729999542236328;14.75;8.174947738647461
9.920000076293945;5.139999866485596;22.899999618530273;14.489999771118164;7.985273838043213
10.170000076293945;5.159999847412109;22.719999313354492;14.220000267028809;8.06114387512207
10.5;5.340000152587891;23.329999923706055;13.989999771118164;8.089594841003418
10.600000381469727;5.340000152587891;23.799999237060547;13.949999809265137;7.852502822875977
10.710000038146973;4.960000038146973;22.450000762939453;13.729999542236328;7.890437126159668
10.039999961853027;4.949999809265137;22.020000457763672;13.5600004196167;7.814568042755127
9.710000038146973;4.909999847412109;21.989999771118164;13.479999542236328;7.824051856994629
9.539999961853027;4.929999828338623;22.1299991607666;13.680000305175781;7.7386980056762695
9.649999618530273;4.980000019073486;22.540000915527344;13.430000305175781;8.393074035644531
8.800000190734863;4.889999866485596;22.15999984741211;13.109999656677246;8.174947738647461
8.609999656677246;4.900000095367432;22.049999237060547;13.1899995803833;8.089594841003418
8.979999542236328;4.829999923706055;21.709999084472656;12.970000267028809;8.288752555847168
8.75;4.769999980926514;20.6299991607666;12.699999809265137;8.231850624084473
9.0600004196167;5.019999980926514;20.489999771118164;13.119999885559082;8.288752555847168
9.1899995803833;4.900000095367432;20.299999237060547;12.369999885559082;8.307720184326172
9.399999618530273;4.909999847412109;20.059999465942383;12.380000114440918;8.288752555847168
9.100000381469727;4.909999847412109;19.84000015258789;11.399999618530273;8.118045806884766
9.149999618530273;4.889999866485596;20.1299991607666;11.800000190734863;8.118045806884766
8.979999542236328;4.619999885559082;19.8700008392334;11.520000457763672;7.890437126159668
9.010000228881836;4.630000114440918;19.860000610351562;11.300000190734863;7.824051856994629
8.779999732971191;4.659999847412109;20.1200008392334;11.329999923706055;7.805084228515625
8.279999732971191;4.78000020980835;19.75;11.40999984741211;7.729215145111084
8.050000190734863;4.869999885559082;20.469999313354492;11.0;7.558507919311523
7.929999828338623;4.989999771118164;20.440000534057617;11.800000190734863;7.577475070953369
8.25;4.989999771118164;20.68000030517578;11.779999732971191;7.7386980056762695
8.3100004196167;4.929999828338623;20.43000030517578;11.859999656677246;7.710247039794922
8.979999542236328;5.079999923706055;20.68000030517578;11.890000343322754;7.871469974517822
9.050000190734863;4.829999923706055;20.5;11.770000457763672;7.786117076873779
8.859999656677246;4.75;19.3799991607666;11.680000305175781;7.653345108032227
8.930000305175781;4.889999866485596;18.93000030517578;11.529999732971191;7.539540767669678
8.680000305175781;4.860000133514404;18.479999542236328;11.260000228881836;7.539540767669678
8.970000267028809;4.690000057220459;18.350000381469727;11.09000015258789;7.567992210388184
8.9399995803833;4.679999828338623;18.420000076293945;11.329999923706055;7.624894142150879
8.619999885559082;4.619999885559082;18.90999984741211;11.699999809265137;7.454186916351318
8.15999984741211;4.690000057220459;18.260000228881836;11.199999809265137;7.501605987548828
8.359999656677246;4.5;18.15999984741211;11.270000457763672;7.586958885192871
8.220000267028809;4.519999980926514;17.5;11.300000190734863;7.492122173309326
8.0;4.480000019073486;16.639999389648438;11.449999809265137;7.378317832946777
8.260000228881836;4.539999961853027;17.860000610351562;11.520000457763672;7.444704055786133
8.380000114440918;4.489999771118164;18.559999465942383;11.359999656677246;7.530056953430176
8.640000343322754;4.550000190734863;19.6299991607666;11.579999923706055;7.501605987548828
8.460000038146973;4.590000152587891;19.34000015258789;11.369999885559082;7.577475070953369
8.720000267028809;4.78000020980835;19.59000015258789;11.140000343322754;7.7386980056762695
8.109999656677246;4.840000152587891;19.360000610351562;10.539999961853027;7.795599937438965
