ALPA4.SA;EZTC3.SA;SBSP3.SA
14.329999923706055;7.679999828338623;23.219999313354492
13.399999618530273;8.600000381469727;22.040000915527344
13.489999771118164;9.239999771118164;22.079999923706055
13.859999656677246;9.149999618530273;21.6200008392334
13.869999885559082;9.329999923706055;21.110000610351562
14.220000267028809;9.010000228881836;20.799999237060547
14.779999732971191;8.850000381469727;20.8799991607666
15.130000114440918;8.84000015258789;22.100000381469727
14.510000228881836;8.699999809265137;22.8700008392334
13.619999885559082;8.779999732971191;22.450000762939453
13.5;8.880000114440918;22.170000076293945
13.850000381469727;8.960000038146973;21.299999237060547
13.920000076293945;10.520000457763672;21.670000076293945
13.720000267028809;10.25;21.200000762939453
12.90999984741211;10.25;21.399999618530273
13.0600004196167;10.399999618530273;20.639999389648438
13.039999961853027;10.390000343322754;20.1299991607666
13.5;10.40999984741211;19.959999084472656
13.239999771118164;10.460000038146973;19.229999542236328
12.979999542236328;10.4399995803833;18.850000381469727
13.25;10.649999618530273;19.020000457763672
13.609999656677246;10.649999618530273;18.81999969482422
13.640000343322754;10.729999542236328;18.170000076293945
13.4399995803833;10.899999618530273;17.540000915527344
12.699999809265137;11.029999732971191;17.719999313354492
12.399999618530273;10.9399995803833;17.190000534057617
12.15999984741211;10.960000038146973;16.799999237060547
12.449999809265137;10.420000076293945;16.959999084472656
11.779999732971191;10.960000038146973;17.1299991607666
9.579999923706055;11.300000190734863;17.1200008392334
9.850000381469727;11.149999618530273;16.350000381469727
9.699999809265137;10.920000076293945;16.56999969482422
10.039999961853027;10.779999732971191;16.020000457763672
10.020000457763672;11.09000015258789;15.199999809265137
10.229999542236328;10.430000305175781;15.239999771118164
9.829999923706055;10.289999961853027;15.140000343322754
9.90999984741211;9.920000076293945;15.640000343322754
9.4399995803833;9.149999618530273;15.399999618530273
9.699999809265137;9.130000114440918;14.949999809265137
9.430000305175781;9.260000228881836;15.319999694824219
9.119999885559082;9.300000190734863;14.630000114440918
9.329999923706055;9.300000190734863;14.229999542236328
9.15999984741211;9.329999923706055;14.369999885559082
9.359999656677246;9.420000076293945;14.40999984741211
9.3100004196167;9.119999885559082;15.600000381469727
9.970000267028809;9.199999809265137;15.399999618530273
9.729999542236328;8.960000038146973;16.200000762939453
9.630000114440918;8.930000305175781;16.110000610351562
9.859999656677246;8.859999656677246;16.15999984741211
9.470000267028809;8.760000228881836;16.389999389648438
9.300000190734863;8.699999809265137;16.59000015258789
9.229999542236328;8.90999984741211;17.5
9.050000190734863;9.270000457763672;18.010000228881836
8.420000076293945;8.5600004196167;18.049999237060547
8.710000038146973;8.489999771118164;17.969999313354492
8.239999771118164;8.8100004196167;17.059999465942383
7.849999904632568;9.029999732971191;17.479999542236328
8.149999618530273;9.359999656677246;17.540000915527344
8.119999885559082;9.5;17.510000228881836
8.3100004196167;9.539999961853027;18.1200008392334
8.220000267028809;9.520000457763672;18.700000762939453
8.40999984741211;9.630000114440918;18.440000534057617
8.149999618530273;9.5;18.399999618530273
7.880000114440918;9.510000228881836;18.729999542236328
7.909999847412109;9.010000228881836;18.020000457763672
7.139999866485596;9.09000015258789;18.040000915527344
7.5;9.149999618530273;17.649999618530273
7.820000171661377;9.449999809265137;18.610000610351562
8.229999542236328;9.5;18.739999771118164
8.170000076293945;9.670000076293945;18.149999618530273
8.0;9.9399995803833;18.5
7.590000152587891;10.09000015258789;18.450000762939453
7.460000038146973;10.039999961853027;18.799999237060547
7.239999771118164;9.539999961853027;18.670000076293945
7.03000020980835;9.380000114440918;18.940000534057617
7.150000095367432;9.34000015258789;18.799999237060547
7.099999904632568;9.100000381469727;18.719999313354492
7.039999961853027;9.149999618530273;18.399999618530273
7.019999980926514;9.670000076293945;18.600000381469727
7.050000190734863;9.890000343322754;18.920000076293945
7.409999847412109;9.869999885559082;19.010000228881836
7.289999961853027;9.550000190734863;18.700000762939453
7.360000133514404;9.470000267028809;17.469999313354492
7.679999828338623;9.0;53.45000076293945
8.600000381469727;8.40999984741211;52.939998626708984
9.239999771118164;8.829999923706055;53.349998474121094
9.149999618530273;8.9399995803833;54.68000030517578
9.329999923706055;8.949999809265137;54.93000030517578
9.010000228881836;8.770000457763672;55.029998779296875
8.850000381469727;8.40999984741211;55.189998626708984
8.84000015258789;8.34000015258789;55.83000183105469
8.699999809265137;8.640000343322754;55.16999816894531
8.779999732971191;8.640000343322754;54.70000076293945
8.880000114440918;8.680000305175781;54.849998474121094
8.960000038146973;8.350000381469727;55.349998474121094
10.520000457763672;8.1899995803833;55.189998626708984
10.25;8.010000228881836;55.34000015258789
10.25;8.390000343322754;53.599998474121094
10.399999618530273;8.220000267028809;52.38999938964844
10.390000343322754;8.029999732971191;53.83000183105469
10.40999984741211;7.840000152587891;54.540000915527344
10.460000038146973;7.670000076293945;54.060001373291016
10.4399995803833;7.829999923706055;53.599998474121094
10.649999618530273;8.039999961853027;54.060001373291016
10.649999618530273;8.050000190734863;55.65999984741211
10.729999542236328;7.869999885559082;55.599998474121094
10.899999618530273;7.869999885559082;55.709999084472656
11.029999732971191;8.119999885559082;53.5
10.9399995803833;8.109999656677246;53.52000045776367
10.960000038146973;8.039999961853027;51.66999816894531
10.420000076293945;7.829999923706055;52.54999923706055
10.960000038146973;7.489999771118164;52.08000183105469
11.300000190734863;7.690000057220459;53.0
11.149999618530273;7.429999828338623;53.5
10.920000076293945;7.349999904632568;54.5
10.779999732971191;7.340000152587891;54.400001525878906
11.09000015258789;7.289999961853027;55.040000915527344
10.430000305175781;7.329999923706055;55.04999923706055
10.289999961853027;7.210000038146973;53.380001068115234
9.920000076293945;7.440000057220459;52.709999084472656
9.149999618530273;7.829999923706055;52.689998626708984
9.130000114440918;7.789999961853027;53.36000061035156
9.260000228881836;8.020000457763672;51.75
9.300000190734863;7.78000020980835;52.08000183105469
9.300000190734863;7.880000114440918;51.869998931884766
9.329999923706055;8.25;51.41999816894531
9.420000076293945;8.569999694824219;51.540000915527344
9.119999885559082;8.9399995803833;51.900001525878906
9.199999809265137;8.869999885559082;53.15999984741211
8.960000038146973;9.0;52.130001068115234
8.930000305175781;8.760000228881836;50.810001373291016
8.859999656677246;8.989999771118164;51.779998779296875
8.760000228881836;9.25;52.47999954223633
8.699999809265137;9.15999984741211;53.369998931884766
8.90999984741211;9.430000305175781;53.5
9.270000457763672;9.789999961853027;51.75
8.5600004196167;9.449999809265137;50.47999954223633
8.489999771118164;9.609999656677246;49.439998626708984
8.8100004196167;9.510000228881836;49.599998474121094
9.029999732971191;9.420000076293945;48.209999084472656
9.359999656677246;9.149999618530273;47.31999969482422
9.5;8.9399995803833;48.63999938964844
9.539999961853027;9.119999885559082;49.66999816894531
9.520000457763672;9.369999885559082;49.88999938964844
9.630000114440918;9.199999809265137;50.939998626708984
9.5;9.569999694824219;50.61000061035156
9.510000228881836;9.619999885559082;50.400001525878906
9.010000228881836;9.09000015258789;50.790000915527344
9.09000015258789;9.100000381469727;49.869998931884766
9.149999618530273;8.880000114440918;50.20000076293945
9.449999809265137;8.989999771118164;49.27000045776367
9.5;9.09000015258789;51.0
9.670000076293945;9.010000228881836;51.369998931884766
9.9399995803833;8.9399995803833;51.33000183105469
10.09000015258789;9.239999771118164;49.630001068115234
10.039999961853027;9.180000305175781;48.959999084472656
9.539999961853027;8.960000038146973;47.560001373291016
9.380000114440918;9.529999732971191;48.11000061035156
9.34000015258789;9.4399995803833;48.54999923706055
9.100000381469727;9.34000015258789;48.66999816894531
9.149999618530273;9.130000114440918;48.790000915527344
9.670000076293945;9.5;47.93000030517578
9.890000343322754;9.75;46.43000030517578
9.869999885559082;10.119999885559082;46.130001068115234
9.550000190734863;10.119999885559082;44.47999954223633
9.470000267028809;9.3100004196167;44.119998931884766
9.0;12.880000114440918;46.130001068115234
8.40999984741211;12.59000015258789;45.84000015258789
8.829999923706055;13.149999618530273;45.95000076293945
8.9399995803833;13.140000343322754;46.13999938964844
8.949999809265137;13.520000457763672;48.0099983215332
8.770000457763672;13.319999694824219;48.459999084472656
8.40999984741211;13.680000305175781;51.97999954223633
8.34000015258789;13.739999771118164;52.369998931884766
8.640000343322754;13.779999732971191;50.91999816894531
8.640000343322754;13.199999809265137;50.560001373291016
8.680000305175781;12.899999618530273;50.9900016784668
8.350000381469727;13.100000381469727;51.029998779296875
8.1899995803833;13.600000381469727;50.84000015258789
8.010000228881836;13.649999618530273;50.47999954223633
8.390000343322754;13.75;50.029998779296875
8.220000267028809;14.119999885559082;51.33000183105469
8.029999732971191;14.25;53.4900016784668
7.840000152587891;14.3100004196167;52.939998626708984
7.670000076293945;14.770000457763672;52.5099983215332
7.829999923706055;14.520000457763672;52.54999923706055
8.039999961853027;14.5;52.29999923706055
8.050000190734863;14.649999618530273;53.11000061035156
7.869999885559082;13.899999618530273;52.2400016784668
7.869999885559082;14.0;53.75
8.119999885559082;13.479999542236328;53.310001373291016
8.109999656677246;12.899999618530273;54.47999954223633
8.039999961853027;12.850000381469727;54.70000076293945
7.829999923706055;13.40999984741211;53.720001220703125
7.489999771118164;13.100000381469727;53.779998779296875
7.690000057220459;13.260000228881836;53.38999938964844
7.429999828338623;13.550000190734863;53.77000045776367
7.349999904632568;12.989999771118164;54.59000015258789
7.340000152587891;13.170000076293945;55.439998626708984
7.289999961853027;13.020000457763672;55.599998474121094
7.329999923706055;12.960000038146973;54.599998474121094
7.210000038146973;12.6899995803833;55.7599983215332
7.440000057220459;12.75;54.900001525878906
7.829999923706055;12.59000015258789;55.22999954223633
7.789999961853027;12.930000305175781;54.709999084472656
8.020000457763672;12.710000038146973;55.540000915527344
7.78000020980835;12.329999923706055;56.56999969482422
7.880000114440918;12.010000228881836;56.38999938964844
8.25;11.90999984741211;55.540000915527344
8.569999694824219;12.229999542236328;56.0
8.9399995803833;12.4399995803833;55.040000915527344
8.869999885559082;13.479999542236328;56.0
9.0;13.739999771118164;56.0
8.760000228881836;13.649999618530273;55.0
8.989999771118164;13.899999618530273;55.040000915527344
9.25;13.960000038146973;55.5
9.15999984741211;14.470000267028809;54.529998779296875
9.430000305175781;14.90999984741211;54.20000076293945
9.789999961853027;13.3100004196167;54.439998626708984
9.449999809265137;12.420000076293945;54.16999816894531
9.609999656677246;12.460000038146973;53.90999984741211
9.510000228881836;13.029999732971191;55.22999954223633
9.420000076293945;12.170000076293945;55.5099983215332
9.149999618530273;12.34000015258789;55.779998779296875
8.9399995803833;12.550000190734863;56.27000045776367
9.119999885559082;12.479999542236328;56.47999954223633
9.369999885559082;12.1899995803833;56.689998626708984
9.199999809265137;12.510000228881836;58.099998474121094
9.569999694824219;12.180000305175781;55.70000076293945
9.619999885559082;12.050000190734863;55.279998779296875
9.09000015258789;12.289999961853027;53.599998474121094
9.100000381469727;12.529999732971191;53.2599983215332
8.880000114440918;12.75;53.18000030517578
8.989999771118164;12.949999809265137;53.77000045776367
9.09000015258789;14.220000267028809;53.310001373291016
9.010000228881836;14.6899995803833;53.15999984741211
8.9399995803833;15.050000190734863;56.15999984741211
9.239999771118164;14.979999542236328;56.16999816894531
9.180000305175781;15.050000190734863;54.77000045776367
8.960000038146973;14.720000267028809;57.79999923706055
9.529999732971191;13.850000381469727;58.54999923706055
9.4399995803833;13.720000267028809;59.84000015258789
9.34000015258789;13.8100004196167;58.470001220703125
9.130000114440918;13.460000038146973;59.75
9.5;13.699999809265137;59.04999923706055
9.75;14.149999618530273;59.189998626708984
10.119999885559082;14.529999732971191;58.939998626708984
10.119999885559082;14.029999732971191;59.029998779296875
9.3100004196167;14.229999542236328;59.04999923706055
14.329999923706055;14.84000015258789;58.75
13.399999618530273;15.649999618530273;57.91999816894531
13.489999771118164;15.300000190734863;58.720001220703125
13.859999656677246;15.489999771118164;58.849998474121094
13.869999885559082;16.030000686645508;58.56999969482422
14.220000267028809;16.110000610351562;57.86000061035156
14.779999732971191;15.069999694824219;57.68000030517578
15.130000114440918;15.8100004196167;59.0
14.510000228881836;15.710000038146973;59.47999954223633
13.619999885559082;16.06999969482422;60.08000183105469
13.5;16.450000762939453;61.310001373291016
13.850000381469727;16.639999389648438;60.02000045776367
13.920000076293945;16.579999923706055;60.56999969482422
13.720000267028809;16.59000015258789;60.79999923706055
12.90999984741211;16.40999984741211;60.459999084472656
13.0600004196167;17.1299991607666;61.689998626708984
13.039999961853027;17.139999389648438;61.34000015258789
13.5;17.559999465942383;61.349998474121094
13.239999771118164;17.229999542236328;60.0099983215332
12.979999542236328;17.6299991607666;58.939998626708984
13.25;18.209999084472656;59.2599983215332
13.609999656677246;18.520000457763672;61.029998779296875
13.640000343322754;18.579999923706055;60.5
13.4399995803833;18.860000610351562;60.099998474121094
12.699999809265137;18.950000762939453;60.84000015258789
12.399999618530273;18.850000381469727;60.5
12.15999984741211;19.25;60.189998626708984
12.449999809265137;18.3799991607666;61.25
11.779999732971191;18.799999237060547;62.47999954223633
9.579999923706055;18.850000381469727;62.16999816894531
9.850000381469727;18.520000457763672;61.279998779296875
9.699999809265137;18.56999969482422;62.810001373291016
10.039999961853027;18.829999923706055;61.27000045776367
10.020000457763672;19.280000686645508;59.5099983215332
10.229999542236328;18.0;60.38999938964844
9.829999923706055;18.290000915527344;59.439998626708984
9.90999984741211;18.149999618530273;61.13999938964844
9.4399995803833;17.579999923706055;60.709999084472656
9.699999809265137;17.520000457763672;60.06999969482422
9.430000305175781;18.09000015258789;60.97999954223633
9.119999885559082;18.420000076293945;59.560001373291016
9.329999923706055;18.280000686645508;58.59000015258789
9.15999984741211;18.079999923706055;58.369998931884766
9.359999656677246;18.489999771118164;59.40999984741211
9.3100004196167;18.860000610351562;60.88999938964844
9.970000267028809;19.889999389648438;60.599998474121094
9.729999542236328;19.959999084472656;61.099998474121094
9.630000114440918;19.670000076293945;60.93000030517578
9.859999656677246;19.739999771118164;61.119998931884766
9.470000267028809;20.270000457763672;61.130001068115234
9.300000190734863;19.34000015258789;61.959999084472656
9.229999542236328;19.739999771118164;63.34000015258789
9.050000190734863;19.950000762939453;64.7300033569336
8.420000076293945;19.729999542236328;64.66000366210938
8.710000038146973;19.6299991607666;64.41999816894531
8.239999771118164;19.850000381469727;64.98999786376953
7.849999904632568;20.1299991607666;66.0
8.149999618530273;21.3799991607666;67.73999786376953
8.119999885559082;21.770000457763672;68.30999755859375
8.3100004196167;21.469999313354492;67.69000244140625
8.220000267028809;21.190000534057617;67.68000030517578
8.40999984741211;21.729999542236328;66.83000183105469
8.149999618530273;22.040000915527344;67.55999755859375
7.880000114440918;22.309999465942383;68.66000366210938
7.909999847412109;22.75;67.9800033569336
7.139999866485596;23.200000762939453;67.9800033569336
7.5;22.899999618530273;68.98999786376953
7.820000171661377;22.989999771118164;67.94000244140625
8.229999542236328;22.719999313354492;67.66000366210938
8.170000076293945;22.75;68.94999694824219
8.0;23.450000762939453;69.2300033569336
7.590000152587891;23.139999389648438;71.44999694824219
7.460000038146973;23.610000610351562;71.30000305175781
7.239999771118164;23.700000762939453;71.16999816894531
7.03000020980835;23.450000762939453;72.20999908447266
7.150000095367432;23.270000457763672;72.77999877929688
7.099999904632568;23.18000030517578;72.5999984741211
7.039999961853027;24.799999237060547;74.23999786376953
7.019999980926514;24.829999923706055;74.87999725341797
7.050000190734863;24.56999969482422;74.1500015258789
7.409999847412109;23.799999237060547;74.86000061035156
7.289999961853027;23.84000015258789;75.37000274658203
7.360000133514404;23.829999923706055;73.62999725341797
