x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30
0.9839731816982186;0.09701347927074733;0.9976725081866253;0.4042553847701641;0.10113196061262464;0.25169392727843454;0.4051741121036325;0.8959107857776116;0.38336186014489293;0.3330655793439503;0.09471989443351392;0.4053415936952366;0.907726779683644;0.4550392646847363;0.4093328222511077;0.06811757035038701;0.2807912840835983;0.07098410889582107;0.2654632372507668;0.68973668339535;0.36109277490381;0.4665189127660354;0.32123795686892254;0.8725812589851263;0.06618274624833298;0.8958962077751349;0.8553517039306053;0.9800671367788487;0.4522832520968473;0.6072003823055272
0.8923720576191037;0.5997616847404912;0.8559447182572905;0.8458119811476829;0.3063551513748122;0.5635314989489121;0.44441033347593784;0.9351461500022445;0.7222182944565018;0.8103613574543875;0.2377056487069128;0.5873382324295219;0.07103330273895869;0.45151053501185157;0.485001100990719;0.7125285048468047;0.79698175050074;0.3279642603973727;0.6547640975362164;0.443680044478171;0.99049782443532;0.6817495974315452;0.21783214007528884;0.004796887357521817;0.9371861664164249;0.7548659816772402;0.027171202653002546;0.6342011998487256;0.2822383596414485;0.8504063333638362
0.24552905405450198;0.12447085809731451;0.3594682685143664;0.030738087802966163;0.13150759729883832;0.02571852050428247;0.5975119145193357;0.8403355908504956;0.35843776828921525;0.5637611780801131;0.5943864560602422;0.4676309551682707;0.17463596277975624;0.477052481400838;0.7375201274910105;0.12004341078548708;0.14861295986394918;0.32098764061482543;0.4427807815162781;0.9748993534554757;0.7306531617448709;0.9263433300115358;0.9951911766216531;0.5464683838913516;0.43537039695084123;0.8885596898323517;0.4213170120546337;0.023180803398139216;0.6969930316561644;0.448461489024636
0.5292529639481869;0.5211432159327644;0.6395834802582391;0.3290130563153315;0.6131395540987842;0.5524896833114838;0.9995836801260953;0.8131400002205597;0.16836688424467083;0.8784527098768965;0.07874903990879434;0.8649957546001894;0.9889091434192461;0.9361635968186469;0.5971111550450193;0.5368186154112846;0.3514732725966684;0.5404256464238474;0.4150594252237355;0.2268435198504184;0.6091760396707645;0.8127789653409203;0.4438128574341814;0.8008187388120939;0.3102158704944057;0.9192572053984113;0.13863023768395355;0.26095738175563;0.48232880476951145;0.07214525253910031
0.689547673149985;0.7800802461109267;0.007814337516776182;0.6792246737495948;0.8310361775020232;0.06391039471868754;0.9899122721230195;0.3692287697297786;0.4399121777927556;0.8192014047194323;0.7667616233990958;0.06801155584982832;0.02715982377519155;0.7442075925013999;0.2906418821519019;0.993521471688317;0.7549009191049152;0.7878563344702356;0.6308713760694317;0.6526304429601246;0.525318138254057;0.8123090801788794;0.3669820599718082;0.7627728052653596;0.3045188039234392;0.14120176006012264;0.34710034094430064;0.19542189247427655;0.9079654606580804;0.14397775874511076
0.5705271723897638;0.9586840671100184;0.30789181894662554;0.23621998254098686;0.5381943213874915;0.3034804199924219;0.798267825010202;0.4377717453265958;0.9726860275902796;0.7414432221173125;0.22928453907571378;0.5563087034748805;0.633617655493101;0.19182196551154596;0.6590680126108321;0.9093210301912367;0.6751061627737237;0.32206324888364446;0.5466202715305883;0.5264821432237105;0.6148018224016458;0.7505835959068233;0.5640274888764012;0.35297551255818305;0.9798979358408209;0.3086842827145537;0.2982367474754981;0.5219681765787859;0.1322631093244524;0.5529499689412561
0.7575494645236115;0.21547964296917743;0.5965978275731759;0.11030789373204619;0.0075927854911734816;0.6117050454709504;0.892073455331838;0.05532431033524643;0.366334782631634;0.4578207309846366;0.6322932382740701;0.009883498094435117;0.779348412551692;0.2590269198713039;0.23126801954913667;0.6435162754237088;0.2520636221228749;0.23772657915343465;0.5078941520409738;0.6966542081561907;0.5694827826306413;0.21420525400521384;0.918681326869708;0.9482602422577033;0.5905440097637127;0.2470073901602331;0.16393101323955983;0.23777303852909226;0.9011964778311032;0.38397338604496245
0.5756169969738009;0.32913715039134483;0.7471379988871684;0.5992573216621192;0.6751701020659274;0.6634526110432821;0.4956199477165427;0.43737058983058996;0.33779085635072426;0.1032610857115589;0.5418343700568822;0.5715194498494995;0.8090896171196139;0.18586255635179982;0.3249612851186847;0.6591670610421351;0.18180665365980875;0.2800293662994111;0.3334132284070003;0.9576418433721694;0.6130284658146706;0.09146262347106748;0.19659220080481887;0.9893107501561966;0.2597849574008304;0.5185163240130888;0.018447673779066753;0.6207941633550379;0.15853868267425364;0.8311919623022432
0.2317794860981639;0.756673595047384;0.29908622432583043;0.7345826031939852;0.32255306299092634;0.783377566724158;0.0911814994119543;0.0660187242650424;0.14868769276251081;0.48815856108576616;0.15971841676303078;0.665126891386525;0.5693287256306784;0.30532005623072367;0.31281697567523403;0.22260625448056737;0.3754671835813449;0.38947845546508975;0.9355350589336677;0.17580879774865343;0.4003706784201193;0.778449705475011;0.3582726250108498;0.8654158991418176;0.6522346807798938;0.21223942035873522;0.5906742326503268;0.3036399474196556;0.13894764129048465;0.9117886645061148
0.44734273611055;0.6997285474970826;0.7483795608653776;0.679499280404856;0.40955061912458957;0.1625825151322553;0.4118690420665947;0.02299090687312466;0.4077218614698943;0.6491113652740693;0.41409124669771036;0.9905100016034776;0.9405319914491028;0.6745428139862271;0.9918141959259695;0.9170849888443546;0.5064635444585127;0.9923995326943769;0.8501999617377936;0.9947473723325999;0.6787778814982325;0.9334191049049665;0.6880405712780142;0.9395827630225061;0.21368847787332945;0.9780520648659382;0.3998591523023757;0.6177908845959287;0.4398654454823633;0.4833271301775661
0.023284694219464552;0.3366564434476572;0.11410613607549303;0.5531832200640416;0.6596239994680992;0.4246161375690082;0.3342043149581235;0.5519406595471812;0.8234281048978277;0.8847932317251943;0.01774605220504677;0.3087810766903458;0.9338006357469092;0.38083761253179427;0.21224413232967365;0.6361958082270562;0.3196798997828826;0.40548618769088884;0.14964815186695235;0.5145404438535593;0.7975293506461423;0.47759144584287505;0.09256834696960037;0.002709963960990991;0.3250552005126208;0.6047732543697877;0.7517291638088076;0.3145210177979878;0.9850201316014685;0.6727090236359327
0.8879836643241868;0.6148105025936734;0.3408842936271089;0.3039430765647776;0.6373509005512181;0.047599631758125094;0.09288097062950929;0.6603751013656912;0.9601525849495194;0.011571479258288275;0.0478828850741404;0.4051934273660722;0.46627366317025754;0.8497256634345378;0.2140235057959945;0.7572813243930913;0.6887712673579395;0.4797055479682877;0.352976859191674;0.9926857521724247;0.7424518729434614;0.6973200935223546;0.5544722207427294;0.5980023377438085;0.21551362280564224;0.3176031175704289;0.29240105776860914;0.34939754604682083;0.7866324247793939;0.2857066994944817
0.9546606548907461;0.15043012613679607;0.4805231902377658;0.7100394180012236;0.681572568132784;0.40983654594038654;0.8700035950510532;0.7564165731354527;0.7476462498042822;0.04939055280755833;0.005253812755946163;0.07431881639362237;0.25814588431038443;0.8658792199391028;0.5541293519055391;0.716539721051237;0.7953382582958615;0.8188338759433349;0.5456909758720824;0.9501109935961831;0.8338802652570918;0.33890800811390265;0.8069835477848338;0.6187977710340021;0.8439653975108129;0.9931166415325187;0.9316429063773823;0.37791579150673904;0.31513467465178013;0.3257717651279669
0.810281672645827;0.36922626460088037;0.6487934229323696;0.38173790008434216;0.4686617923139945;0.0986594990858859;0.08288720176068842;0.7322888122523346;0.7634785071015328;0.7313002757851724;0.09765135462908703;0.09122429445939251;0.34081105432703485;0.7247042534001139;0.6196517402235213;0.6927207916203266;0.9311297732142437;0.46589288740728874;0.54803660186219;0.5287383472599975;0.19523039046493007;0.9830266896119871;0.42564934543408517;0.02983422661337609;0.4008099590694638;0.8216636432047759;0.28837737555119514;0.07723522792082438;0.3077110838785784;0.5817164166622006
0.7055945605488411;0.8647504668882883;0.7453729836883948;0.26746144202122546;0.8409022874787653;0.892810721873924;0.9349470154964066;0.9115493833823775;0.3052595793011279;0.7936498575170612;0.13271603032186252;0.5542690713021841;0.004386367439042638;0.8558115758938184;0.6765347807246345;0.7690882536320053;0.516360927735811;0.6938898833014929;0.8847956590793704;0.45869322707286386;0.849723394828442;0.6428732123312183;0.6437016415824715;0.802088708188993;0.10894529492679861;0.3965435830648416;0.3800279025220009;0.6195039765466211;0.954014091470574;0.7428583782181757
0.9155052379938654;0.9876344364449161;0.4223060734376759;0.8225975248511482;0.25360097607521226;0.8211225284836278;0.3465524592435514;0.37865674646288716;0.23971899141196196;0.07879776773167169;0.4588255240780137;0.04285137422412166;0.4987623010120711;0.5341977924827941;0.2594577928791355;0.9367542042013678;0.18669438707031782;0.7225870144846609;0.16270471850042278;0.41543205991389465;0.8414925904514668;0.5466538512519498;0.9155046301262871;0.8365140063006221;0.8571764213101223;0.3167413789725553;0.7973798940803485;0.9657329074744074;0.9925903133732389;0.844858647878314
0.44646713467492505;0.08844965179505826;0.6609169654068652;0.10863029952965175;0.44185480976090885;0.5948917838358777;0.4407751922295575;0.37692868302059857;0.9984539478027413;0.9497514949219801;0.7863737426018087;0.25385273104525097;0.7656713565069436;0.6878834644035869;0.9164570530407379;0.9006906582370259;0.8012554998649914;0.5604981429508995;0.05078218249766997;0.5116352021849172;0.10684731790077895;0.7044626979096297;0.808253483784901;0.706984215612814;0.4991349976994742;0.7773333975531788;0.3082064728894769;0.83319486509208;0.3575526176982575;0.1436872512062758
0.7424300586034844;0.6532439572842015;0.5015023120153336;0.24771548394712017;0.04467665338425264;0.18404905682536632;0.040793566651876834;0.053807211211178596;0.23947970278633202;0.35488168673549014;0.2697581993922592;0.8238276404153182;0.08854752088950846;0.4462880595863993;0.6052724486168313;0.6485909318428018;0.6571009294879276;0.6989972066272032;0.9982302622965885;0.05623780593557881;0.8005196002164581;0.536287572953538;0.4892120596843762;0.22188784051140176;0.33063479201951984;0.30893813287409333;0.2756220237353715;0.19237658104838662;0.951374822352609;0.5073026310795651
0.5507314294230051;0.4110146392103977;0.8551571802209407;0.7191135264816763;0.821190946505933;0.7772846891368286;0.6857163732786674;0.06944198905375953;0.8310725373650897;0.1308444401127109;0.37095727877377693;0.5422070079993784;0.8586309903493656;0.10760138849188017;0.8422827326606098;0.44489184050001185;0.7917124839591431;0.8591280050892233;0.6055291439729841;0.6800357290139163;0.21479238406876666;0.023117280640826965;0.7559496273771924;0.972978600637187;0.09190837598517443;0.08519197591934946;0.6834306178589513;0.44265818026868986;0.0738151190587174;0.9814920939269406
0.694095019129357;0.2548902215169462;0.8826514265522509;0.5445433854463989;0.875794031640308;0.7190251773632315;0.26517411283665515;0.944179995802298;0.9633563524889464;0.25183946375422284;0.6927417494733201;0.6068090327371796;0.46508251179646576;0.966817769922087;0.6545149277318332;0.792129829700761;0.3389649472046542;0.8288950429537959;0.3102445500976938;0.4794844500328306;0.05356371845465713;0.6354761473264832;0.26020688607503584;0.21918372103276207;0.761319116462566;0.8613152378299693;0.9734639864591456;0.926609809871323;0.8409479319714603;0.0016009973409002454
0.9289346731816002;0.7338563919731924;0.2390349525499612;0.28349166746526333;0.10011252749361432;0.31302989897773503;0.15720240412580944;0.46934415619689684;0.02844015004589573;0.12042901382154958;0.9040208921507603;0.6695311333269491;0.3129964025689569;0.5902353273780436;0.7540457623588519;0.20047374364877302;0.9486312210899995;0.40316619038238766;0.23837080940091682;0.9946136867944124;0.09687077020417789;0.8172815188483011;0.5345076783128203;0.17719400285208553;0.5648816535532478;0.12464305435930234;0.35914711657379084;0.5760994376947056;0.5239833577067756;0.4510342602166092
0.43563486210850866;0.8962509364751514;0.3222622267850579;0.5525654103731072;0.19230093836104467;0.3574387883148601;0.3685442747942763;0.4210587614710264;0.6445436921347202;0.5821721057675501;0.15310939558015635;0.8326259894382935;0.8377326311680123;0.7011810144461177;0.47678999338240635;0.7233342388220573;0.09500256954250075;0.19984214741364992;0.28850477092565574;0.6827354416143486;0.25979374210907547;0.44370850886904467;0.23904334328788202;0.2569461076373636;0.6330621361284096;0.22953626162825558;0.31361247056219643;0.19154495784025016;0.6027714231256127;0.7005932762286996
0.8459488227925195;0.5461532114429473;0.13095618974954604;0.04250146435618185;0.12436589852357671;0.47813289470993114;0.1583110180809928;0.11310961647986073;0.48082625737110496;0.6073117320696226;0.5863875152426731;0.3651571725537145;0.2849331526290687;0.5632573962871864;0.6508260461947634;0.40527698209956065;0.7759498542671218;0.05245547724008215;0.1761092257471032;0.00891257310368132;0.2984545343932843;0.6257317537851581;0.8287146317772863;0.5545152758400065;0.3695883602527521;0.41900286620474936;0.41069151150086325;0.3864713173444778;0.14711359962950243;0.7919974848711216
0.14592356012548535;0.677814676844311;0.13158841696933543;0.3624263841329056;0.9571484248202398;0.03287083792129131;0.6217110489555536;0.5433637060902483;0.7249337990965753;0.0333431030439435;0.38781189615250966;0.6020543159368427;0.4750265292532103;0.372396625609814;0.13721903483890785;0.44540757018192856;0.027408055067160042;0.6231354454664134;0.3170018275982045;0.10185561498180651;0.8969268898126569;0.6997821798209917;0.3882383842640217;0.4509465142529778;0.7877751106740657;0.8792232502592736;0.04924408011386128;0.29989195533290813;0.9287976027498173;0.967904387207462
0.4361487118930323;0.6283089160259536;0.9402919091763546;0.491475130547244;0.8392002358425977;0.3957494760381225;0.8628061514754416;0.7503418770839687;0.6820057492109557;0.47896787535804763;0.40037489559638806;0.23235646356733808;0.8681707173978991;0.2357814967826647;0.020888888048222864;0.3981058009674191;0.10536636024999158;0.16025417648563955;0.8175829468839355;0.45464682506447573;0.4668560206499742;0.5200011068118869;0.8114442571533333;0.6280908198037995;0.34390502268041767;0.23025090515668167;0.8017451959870221;0.32874319727866985;0.056675093077698024;0.23982376850915887
0.6595908593876136;0.9215876545891512;0.48571145178812825;0.4035808769412268;0.8599200873429993;0.4909650905938543;0.3026136669585723;0.3478223663132983;0.9205891111473713;0.9507880364633696;0.360868334894872;0.791597233091176;0.5312137173736271;0.24697933805721772;0.22226649475555504;0.34229763946482705;0.5864595338382561;0.38661410647160444;0.46004410194076983;0.006420182198505042;0.33650245969418313;0.3046223616839455;0.23967991300359204;0.21800098351496278;0.3191973230481382;0.9738043068406537;0.6733287975265297;0.6571276136208524;0.3469839840266157;0.9065283924431158
0.659942696719492;0.7869915517442584;0.4463658847864518;0.20796653330605386;0.2750615826037789;0.08173110834368558;0.9799037992600955;0.3169062202129954;0.3169981552775307;0.3459721305675133;0.33379551796845364;0.8808054726640064;0.5795951765507125;0.31032398856756593;0.8369950870157952;0.5259909234655241;0.9936746948051276;0.6023445660173853;0.7293702654677423;0.25669345280418865;0.12305709645960405;0.517566486434919;0.1079672587691487;0.6367227557868497;0.21475484131998135;0.0233870581111274;0.38445495460005474;0.3406164140410466;0.06108712220436496;0.6335800944106075
0.029601618596924784;0.8891325523391376;0.6902928934327804;0.12290455043047077;0.47520385446024827;0.7910835054861921;0.2596355276643282;0.5350748810233388;0.11545850562973548;0.6809258600229072;0.7875891494355838;0.17709701167542613;0.5676646974084623;0.5428317721080141;0.9288893388769196;0.3963542326429693;0.8576132454832219;0.5499699510786923;0.37124964215365164;0.46642782933688065;0.7319161319342078;0.01912182490290415;0.5255502416888034;0.3553244923138177;0.08080644032786644;0.141975094141787;0.4196324025055935;0.5741808644894753;0.07978223317941713;0.12999575217297876
0.056330213704733234;0.751816386282928;0.0551804641825101;0.015390331345853436;0.17315718427866034;0.7426302165447144;0.3099798745153254;0.8932775981368255;0.9584488404127379;0.7937260177447013;0.47329906260424703;0.17637256635366172;0.8126505607840535;0.2457968159551862;0.37769730580467775;0.8830779180952129;0.17073370892729245;0.01529024577686433;0.9668112302028286;0.22311877989761453;0.09892643268009949;0.3466014861150285;0.8692755816469516;0.16812903257578382;0.6478470051506987;0.1685919075137502;0.30794074925448967;0.8874519250589387;0.7884491954472364;0.083475813307892
0.524863092656418;0.700125628842682;0.9083775951844462;0.5712676800236123;0.09049280593195363;0.5397553535186265;0.565219110674413;0.6771717803571659;0.8120245532035607;0.0559124594001108;0.3956776955681295;0.09080441840152631;0.042215987546039724;0.9459790513492267;0.47184303269847383;0.5266213706609315;0.0016585892160172477;0.6606695033619768;0.18139022252676207;0.9249180791371738;0.37421958406869027;0.4937867555046075;0.8131082357013787;0.3300284016349396;0.20055701768719347;0.21930273842494008;0.12108330924361543;0.8323673497176208;0.9318768125961329;0.6136246340224893
