x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40
0.5611391963363542;0.8503238959877044;0.8018933090128377;0.4894238016763479;0.30212654840247655;0.845994029628442;0.6489666300792228;0.7776887149768734;0.050953912811396496;0.20655337369954174;0.7315807136924407;0.9309205879036971;0.020900253835571148;0.9195388507302805;0.7341098453082732;0.23450505958276247;0.1947588816707454;0.1351921977026309;0.8386446262444843;0.9054515542556434;0.7490111557616036;0.6866685553755049;0.44715320118967405;0.19187134722917165;0.0996060645095932;0.5508509073651673;0.18687469848630311;0.08172601981898431;0.3634841333543751;0.17523591853365716;0.23274971884267237;0.5620268528265943;0.08610174565508755;0.39353288332075076;0.429191255111961;0.43346207371492484;0.8497641334766434;0.3084320898777637;0.8214639215816482;0.7560879523230962
0.6862145270391817;0.7930935358858833;0.8509089969659184;0.4038041282063157;0.9017047941704097;0.39954787223277066;0.6289364909002078;0.24379594702742424;0.8245819910726768;0.5438973863187606;0.18744937628824732;0.12598340827646415;0.01544112038737655;0.8073934906191277;0.6411660312624277;0.20269594984362815;0.33060802202625517;0.2121740429573009;0.41605277649184214;0.3226356860590567;0.863835729610129;0.9607181285978973;0.905672718146111;0.1842801626728786;0.3431162087228007;0.9396383079585549;0.861920255929031;0.6268020629281038;0.41891656621169726;0.6647324531182593;0.1353989683902146;0.6596846433553428;0.9665735906935982;0.5958408164984001;0.39553157453173815;0.04970700980711629;0.13560150493808187;0.6185978990401378;0.3887186285569738;0.28283273198737924
0.37046746179547463;0.5356870347855974;0.14307389718312913;0.8626051121815327;0.9739542793402663;0.1662896315187795;0.7894592839520622;0.962155230469142;0.13403081459053223;0.5681733308180992;0.47748326114977624;0.6873729913159362;0.39235416089893127;0.5764573327789656;0.7480861815633898;0.6033588822515893;0.4918520087969659;0.5737790498227231;0.04925546225194111;0.8836920604242058;0.14678728789041484;0.861433649880135;0.3678672603015851;0.8353134896403344;0.6727703807065197;0.7495216175114952;0.8182068294979188;0.8665903948793301;0.9397744048561322;0.533421835346637;0.34723886992842834;0.007087142407870228;0.9805483374081456;0.22519965670743458;0.5855902538322131;0.5162722399573265;0.6161363589048363;0.9242553752655441;0.70571411831574;0.9569773728488942
0.8856686855195887;0.01854686135390904;0.03495995772585592;0.22027856611191443;0.5164376470947116;0.8339183035795589;0.7987644068660338;0.9608914202846425;0.349754674723325;0.6724818489193957;0.7166181202908236;0.008883704234388001;0.9979222796271578;0.5366531860486722;0.9146716549346816;0.003838379339844211;0.863372946581165;0.06532364749974129;0.6311221760974216;0.37131562938577745;0.49777157830762375;0.5986002907469437;0.6160623181038051;0.9665644910363477;0.026154593157703965;0.9058758843217979;0.18415344154104396;0.03458273223658359;0.29441100006518484;0.45511843933352125;0.30232201665292635;0.9756308818539153;0.448680573251407;0.5608433523156;0.3686412496123854;0.27788893846328866;0.22561240291384854;0.6949508298752649;0.8534539459683225;0.8737054476871984
0.3099277030917521;0.3148270009325659;0.9344397303255669;0.47705342673232276;0.22973024116614638;0.5563877370702427;0.545318357703922;0.1828495392549877;0.546388646189779;0.7165733601737864;0.7392345588525134;0.7072058632902045;0.9536557322325984;0.4152337430329074;0.32384122737953813;0.6490504254562109;0.262110109970523;0.22520314540482012;0.742163525458848;0.5784666275057004;0.6858816251182746;0.12757447442869085;0.19081512119782973;0.9364089355122222;0.7324358367687158;0.290334768849249;0.46737732421631406;0.6631084521558261;0.7392476698652652;0.5332790992983155;0.47903992496718995;0.7752193110708802;0.4481791483913653;0.6191605024812223;0.843664056433374;0.9292517071463895;0.6512062887296791;0.4829460594299738;0.5847884949786495;0.3664304476106287
0.5754370404688164;0.3227593333251443;0.1316815578264735;0.5778933425238496;0.887501152849491;0.34946510223935146;0.23639281946556356;0.44497990458877756;0.9412037053998624;0.4584394413181133;0.22110224635746623;0.8480993389578073;0.5102244084337783;0.26049362623202166;0.8378072119097155;0.5430131287392053;0.8477841891922799;0.17040093083105223;0.5945311313822171;0.19100729121804683;0.7444698266961315;0.43983496813931977;0.8634856741388971;0.9329871899922841;0.48679676589774457;0.7734494011155847;0.4295524553069333;0.9164374821592123;0.197027019884097;0.9050388242353;0.946197252009904;0.2734947572111057;0.3441100125264698;0.09246030350863588;0.16587001916880473;0.26541244234041317;0.8156736735561227;0.45702876613106724;0.9103254106252043;0.17365883151959405
0.5425846175890652;0.13305852012305264;0.5321742680185719;0.051079742269318995;0.005137786379222242;0.7378174712113479;0.1063634066586574;0.084801372302029;0.2519460726710726;0.9903862701390068;0.5454302358664893;0.6094754304759029;0.6126929068225372;0.3447468659595474;0.8775462603396467;0.2521424159273141;0.4171334231581628;0.9849170035965182;0.0842297387331411;0.5444665375186901;0.9227448562978734;0.045658840724314254;0.6046126301242831;0.7109540614174219;0.5957741286844624;0.3550219467488678;0.9599629688731471;0.27153071482805635;0.5053954437929791;0.8515995422952806;0.594251976679367;0.1235809658229633;0.20600228480713734;0.3774709157532856;0.8711883006918911;0.9802054331439851;0.4329399653378915;0.9534731749342896;0.6731200247400982;0.3061647314487461
0.37776489808863845;0.6323558989908701;0.8971268043224958;0.8526532467329072;0.16442506381211697;0.7638824489002468;0.9966611999970264;0.8027800822104777;0.7811117521129349;0.4048127946681962;0.8337301315962895;0.060561686330062425;0.37702261307976126;0.05107613879077799;0.3344604810289268;0.6345712437295752;0.47310572018898644;0.1475704954836744;0.013556790164322985;0.5959155393352334;0.870876694074763;0.8732449752353455;0.497108682619135;0.6500712412833065;0.732406296452289;0.37545650515335605;0.7789460051198116;0.05329088941413773;0.9022803394459195;0.9677860826968044;0.018915046581869155;0.9740495412441061;0.43979747408757;0.8228235705027358;0.8346157758497643;0.9173780817142071;0.3487247061290072;0.9469652108593855;0.14899896179739203;0.5703225376774768
0.322750381156397;0.19130709148303504;0.8565289605989295;0.9245972756079945;0.47097993375863356;0.24900537015942104;0.6423567661381853;0.4758171991041086;0.945702938716702;0.8348215183067301;0.7332262752102714;0.5032572496365979;0.6643139161652765;0.6272840603211455;0.9915856803818887;0.012815407857578509;0.5584428831724402;0.8152751970672936;0.3933425619579306;0.6784495516694128;0.631939823427653;0.8285723925606734;0.28089070356228074;0.5053024469380347;0.4099347698403776;0.8591956330485535;0.34474693268577816;0.29595797342480745;0.37563764777918074;0.25677433972736885;0.6136350659412264;0.6438489121332298;0.9627964584555679;0.6601338887779102;0.2959062457684535;0.6415232864180169;0.04226858789661536;0.8178200957080675;0.2702949112697055;0.5290568139267892
0.5399727625331869;0.6612673954898343;0.5857187612162161;0.8559263469525236;0.5510934341753922;0.35801437780781675;0.7312591986048131;0.8640634359780763;0.506522284176731;0.44533433246468535;0.6957193114492953;0.2007508432889109;0.49907180540823526;0.9438599834022043;0.8237002140219648;0.5559403509532098;0.11510911013765202;0.7186576810926074;0.6072972979824403;0.14453497418477468;0.4722240759270373;0.3907560018664673;0.6093681727722272;0.12581242788103364;0.023210064097725414;0.5358572826589683;0.17259954570019043;0.7698744137727586;0.7943825079204834;0.4425690000439636;0.498616394915515;0.7653572555810997;0.6335181562380371;0.7050150876002041;0.5362919727417613;0.13596418490530715;0.6345393668621806;0.5585748230885518;0.10066745221830309;0.12670867070201564
